organ,year,pub_count
thymus,1997,1105
thymus,1998,1004
thymus,1999,962
thymus,2000,1027
thymus,2001,1028
thymus,2002,960
thymus,2003,903
thymus,2004,908
thymus,2005,936
thymus,2006,891
thymus,2007,870
thymus,2008,846
thymus,2009,899
thymus,2010,907
thymus,2011,843
thymus,2012,837
thymus,2013,795
thymus,2014,782
thymus,2015,804
thymus,2016,756
thymus,2017,678
thymus,2018,660
thymus,2019,704
thymus,2020,749
thymus,2021,792
thymus,2022,715
thymus,2023,188
trachea,1950,140
trachea,1951,199
trachea,1952,230
trachea,1953,268
trachea,1954,256
trachea,1955,267
trachea,1956,254
trachea,1957,254
trachea,1958,261
trachea,1959,305
trachea,1960,246
trachea,1961,288
trachea,1962,301
trachea,1963,328
trachea,1964,448
trachea,1965,374
trachea,1966,453
trachea,1967,486
trachea,1968,614
trachea,1969,665
trachea,1970,721
trachea,1971,753
trachea,1972,815
trachea,1973,915
trachea,1974,908
trachea,1975,790
trachea,1976,764
trachea,1977,791
trachea,1978,734
trachea,1979,816
trachea,1980,832
trachea,1981,819
trachea,1982,926
trachea,1983,964
trachea,1984,1041
trachea,1985,1119
trachea,1986,1177
trachea,1987,1185
trachea,1988,1223
trachea,1989,1289
trachea,1990,1471
trachea,1991,1433
trachea,1992,1503
trachea,1993,1489
trachea,1994,1559
trachea,1995,1617
trachea,1996,1611
trachea,1997,1585
trachea,1998,1647
trachea,1999,1614
trachea,2000,1680
trachea,2001,1572
trachea,2002,1552
trachea,2003,1646
trachea,2004,1681
trachea,2005,1594
trachea,2006,1742
trachea,2007,1755
trachea,2008,1788
trachea,2009,1953
trachea,2010,1923
trachea,2011,1923
trachea,2012,1849
trachea,2013,1855
trachea,2014,1890
trachea,2015,1950
trachea,2016,2040
trachea,2017,1915
trachea,2018,1862
trachea,2019,1771
trachea,2020,2250
trachea,2021,2124
trachea,2022,1869
trachea,2023,383
ureter,1950,225
ureter,1951,240
ureter,1952,282
ureter,1953,290
ureter,1954,304
ureter,1955,324
ureter,1956,307
ureter,1957,293
ureter,1958,266
ureter,1959,268
ureter,1960,289
ureter,1961,280
ureter,1962,355
ureter,1963,436
ureter,1964,513
ureter,1965,419
ureter,1966,469
ureter,1967,560
ureter,1968,558
ureter,1969,691
ureter,1970,673
ureter,1971,697
ureter,1972,773
ureter,1973,794
ureter,1974,828
ureter,1975,775
ureter,1976,695
ureter,1977,728
ureter,1978,677
ureter,1979,666
ureter,1980,651
ureter,1981,605
ureter,1982,674
ureter,1983,780
ureter,1984,772
ureter,1985,806
ureter,1986,761
ureter,1987,837
ureter,1988,863
ureter,1989,821
ureter,1990,753
ureter,1991,733
ureter,1992,725
ureter,1993,718
ureter,1994,794
ureter,1995,723
ureter,1996,739
ureter,1997,810
ureter,1998,881
ureter,1999,742
ureter,2000,762
ureter,2001,792
ureter,2002,817
ureter,2003,864
ureter,2004,909
ureter,2005,832
ureter,2006,865
ureter,2007,972
ureter,2008,1131
ureter,2009,1038
ureter,2010,1063
ureter,2011,1061
ureter,2012,1150
ureter,2013,1303
ureter,2014,1274
ureter,2015,1212
ureter,2016,1252
ureter,2017,1340
ureter,2018,1285
ureter,2019,1365
ureter,2020,1508
ureter,2021,1721
ureter,2022,1654
ureter,2023,359
urinary bladder,1950,326
urinary bladder,1951,369
urinary bladder,1952,405
urinary bladder,1953,435
urinary bladder,1954,408
urinary bladder,1955,442
urinary bladder,1956,437
urinary bladder,1957,423
urinary bladder,1958,372
urinary bladder,1959,328
urinary bladder,1960,285
urinary bladder,1961,416
urinary bladder,1962,508
urinary bladder,1963,652
urinary bladder,1964,755
urinary bladder,1965,672
urinary bladder,1966,625
urinary bladder,1967,818
urinary bladder,1968,887
urinary bladder,1969,992
urinary bladder,1970,1061
urinary bladder,1971,1171
urinary bladder,1972,1203
urinary bladder,1973,1227
urinary bladder,1974,1317
urinary bladder,1975,1230
urinary bladder,1976,1170
urinary bladder,1977,1292
urinary bladder,1978,1259
urinary bladder,1979,1226
urinary bladder,1980,1317
urinary bladder,1981,1315
urinary bladder,1982,1373
urinary bladder,1983,1584
urinary bladder,1984,1709
urinary bladder,1985,1775
urinary bladder,1986,1683
urinary bladder,1987,1759
urinary bladder,1988,1779
urinary bladder,1989,1787
urinary bladder,1990,1824
urinary bladder,1991,1761
urinary bladder,1992,1904
urinary bladder,1993,1798
urinary bladder,1994,1908
urinary bladder,1995,1959
urinary bladder,1996,1938
urinary bladder,1997,1937
urinary bladder,1998,1908
urinary bladder,1999,1942
urinary bladder,2000,2057
urinary bladder,2001,2028
urinary bladder,2002,2099
urinary bladder,2003,2221
urinary bladder,2004,2243
urinary bladder,2005,2238
urinary bladder,2006,2362
urinary bladder,2007,2532
urinary bladder,2008,2565
urinary bladder,2009,2619
urinary bladder,2010,2636
urinary bladder,2011,2778
urinary bladder,2012,2925
urinary bladder,2013,3292
urinary bladder,2014,3453
urinary bladder,2015,3152
urinary bladder,2016,3121
urinary bladder,2017,3146
urinary bladder,2018,3221
urinary bladder,2019,3340
urinary bladder,2020,3471
urinary bladder,2021,3647
urinary bladder,2022,3841
urinary bladder,2023,749
uterus,1950,744
uterus,1951,692
uterus,1952,492
uterus,1953,508
uterus,1954,633
uterus,1955,597
uterus,1956,503
uterus,1957,447
uterus,1958,449
uterus,1959,474
uterus,1960,368
uterus,1961,399
uterus,1962,438
uterus,1963,620
uterus,1964,710
uterus,1965,683
uterus,1966,715
uterus,1967,785
uterus,1968,1025
uterus,1969,1129
uterus,1970,1160
uterus,1971,1256
uterus,1972,1338
uterus,1973,1316
uterus,1974,1482
uterus,1975,1130
uterus,1976,997
uterus,1977,933
uterus,1978,886
uterus,1979,944
uterus,1980,958
uterus,1981,921
uterus,1982,875
uterus,1983,886
uterus,1984,857
uterus,1985,845
uterus,1986,882
uterus,1987,876
uterus,1988,925
uterus,1989,903
uterus,1990,893
uterus,1991,931
uterus,1992,917
uterus,1993,881
uterus,1994,802
uterus,1995,929
uterus,1996,840
uterus,1997,839
uterus,1998,916
uterus,1999,823
uterus,2000,897
uterus,2001,942
uterus,2002,934
uterus,2003,968
uterus,2004,964
uterus,2005,950
uterus,2006,974
uterus,2007,965
uterus,2008,935
uterus,2009,906
uterus,2010,867
uterus,2011,844
uterus,2012,944
uterus,2013,899
uterus,2014,970
uterus,2015,953
uterus,2016,918
uterus,2017,873
uterus,2018,966
uterus,2019,1006
uterus,2020,1067
uterus,2021,1103
uterus,2022,909
uterus,2023,215
