organ,c1,c2,period_start,period_end,collab_count
skeletal,CL,ES,2020,2024,26
skeletal,IT,NL,2020,2024,26
skeletal,AU,DK,2020,2024,25
eye,AU,DE,2010,2014,2
eye,ES,PE,2010,2014,2
eye,DE,NZ,2010,2014,1
eye,AU,RU,2010,2014,1
eye,DE,RU,2010,2014,1
eye,GB,JP,2010,2014,1
eye,GB,US,2010,2014,1
eye,JP,US,2010,2014,1
eye,ES,NO,2010,2014,1
eye,BR,US,2010,2014,1
eye,NO,SI,2010,2014,1
eye,AU,CH,2010,2014,1
eye,AU,GB,2010,2014,1
eye,CH,DE,2010,2014,1
eye,CH,GB,2010,2014,1
eye,DE,GB,2010,2014,1
eye,GB,US,2015,2019,36
eye,CN,US,2015,2019,26
eye,DE,US,2015,2019,25
eye,CA,US,2015,2019,23
eye,FR,US,2015,2019,20
eye,DE,GB,2015,2019,20
eye,AU,GB,2015,2019,18
eye,AU,US,2015,2019,16
eye,JP,US,2015,2019,15
eye,ES,US,2015,2019,13
eye,IN,US,2015,2019,12
eye,CN,DE,2015,2019,12
eye,AU,DE,2015,2019,12
eye,KR,US,2015,2019,12
eye,CH,US,2015,2019,12
eye,NL,US,2015,2019,12
eye,CA,DE,2015,2019,11
eye,ES,GB,2015,2019,11
eye,CA,GB,2015,2019,10
eye,GB,NL,2015,2019,9
eye,DE,NL,2015,2019,9
eye,CN,GB,2015,2019,9
eye,FR,GB,2015,2019,9
eye,CH,DE,2015,2019,9
eye,DE,ES,2015,2019,8
eye,DE,FR,2015,2019,8
eye,IT,US,2015,2019,7
eye,AU,ES,2015,2019,7
eye,RU,US,2015,2019,7
eye,CH,NL,2015,2019,6
eye,SE,US,2015,2019,6
eye,SG,US,2015,2019,6
eye,AU,CH,2015,2019,6
eye,CN,TW,2015,2019,6
eye,FR,JP,2015,2019,5
eye,AU,NL,2015,2019,5
eye,DK,GB,2015,2019,5
eye,GB,IT,2015,2019,5
eye,CL,US,2015,2019,5
eye,IT,SE,2015,2019,5
eye,DE,JP,2015,2019,5
eye,AU,SG,2015,2019,5
eye,ES,FR,2015,2019,5
eye,IT,NL,2015,2019,5
eye,CH,GB,2015,2019,5
eye,GB,SG,2015,2019,5
eye,CN,SG,2015,2019,4
eye,DE,DK,2015,2019,4
eye,BR,US,2015,2019,4
eye,CH,IT,2015,2019,4
eye,CN,US,2020,2024,106
eye,GB,US,2020,2024,97
eye,IN,US,2020,2024,66
eye,DE,US,2020,2024,61
eye,IT,US,2020,2024,55
eye,AU,US,2020,2024,55
eye,AU,GB,2020,2024,53
eye,CA,US,2020,2024,45
eye,ES,US,2020,2024,38
eye,CH,US,2020,2024,34
eye,CN,GB,2020,2024,34
eye,GB,NL,2020,2024,32
eye,NL,US,2020,2024,32
eye,DE,GB,2020,2024,31
eye,KR,US,2020,2024,28
eye,FR,US,2020,2024,25
eye,GB,IT,2020,2024,25
eye,JP,US,2020,2024,25
eye,CN,DE,2020,2024,25
eye,IL,US,2020,2024,24
eye,GB,NZ,2020,2024,22
eye,BR,US,2020,2024,21
eye,GB,IN,2020,2024,20
eye,ES,IT,2020,2024,19
eye,AU,CN,2020,2024,19
eye,SG,US,2020,2024,19
eye,AU,SG,2020,2024,19
eye,FR,IT,2020,2024,18
eye,CH,DE,2020,2024,18
eye,AT,DE,2020,2024,18
eye,CA,GB,2020,2024,18
eye,CH,GB,2020,2024,17
eye,CN,TW,2020,2024,17
eye,FR,GB,2020,2024,17
eye,AU,DE,2020,2024,16
eye,DE,FR,2020,2024,16
eye,GB,SG,2020,2024,16
eye,ES,GB,2020,2024,14
eye,TW,US,2020,2024,14
eye,CH,IT,2020,2024,13
eye,DE,IT,2020,2024,13
eye,DE,NL,2020,2024,13
eye,GB,JP,2020,2024,13
eye,BR,PT,2020,2024,13
eye,TR,US,2020,2024,12
eye,BR,GB,2020,2024,11
eye,CH,SG,2020,2024,11
eye,DE,ES,2020,2024,11
eye,BE,US,2020,2024,11
eye,MX,US,2020,2024,11
prostate,BE,NL,2010,2014,1
prostate,GR,US,2010,2014,1
prostate,IN,US,2010,2014,1
prostate,GB,IT,2010,2014,1
prostate,KR,US,2010,2014,1
prostate,CN,US,2015,2019,58
prostate,GB,US,2015,2019,41
prostate,AU,US,2015,2019,24
prostate,CA,US,2015,2019,23
prostate,AU,GB,2015,2019,22
prostate,DE,US,2015,2019,19
prostate,IT,US,2015,2019,17
prostate,GB,SE,2015,2019,14
prostate,GB,NL,2015,2019,13
prostate,KR,US,2015,2019,13
prostate,CH,US,2015,2019,13
prostate,SE,US,2015,2019,13
prostate,NL,US,2015,2019,12
prostate,ES,GB,2015,2019,10
prostate,DE,GB,2015,2019,10
prostate,FI,GB,2015,2019,10
prostate,GB,IT,2015,2019,9
prostate,IN,US,2015,2019,9
prostate,AU,NL,2015,2019,9
prostate,DE,IT,2015,2019,9
prostate,DK,SE,2015,2019,9
prostate,CN,KR,2015,2019,8
prostate,FI,SE,2015,2019,8
prostate,CN,TW,2015,2019,8
prostate,FR,US,2015,2019,7
prostate,AU,CN,2015,2019,7
prostate,DE,SE,2015,2019,7
prostate,DK,US,2015,2019,7
prostate,JP,US,2015,2019,6
prostate,DE,DK,2015,2019,6
prostate,CN,GB,2015,2019,6
prostate,CN,DE,2015,2019,6
prostate,FI,US,2015,2019,6
prostate,BE,GB,2015,2019,5
prostate,BR,US,2015,2019,5
prostate,CH,GB,2015,2019,5
prostate,ES,US,2015,2019,5
prostate,CA,IT,2015,2019,5
prostate,CH,DE,2015,2019,5
prostate,CA,GB,2015,2019,5
prostate,DE,NL,2015,2019,5
prostate,DK,GB,2015,2019,5
prostate,DE,FR,2015,2019,5
prostate,GB,IE,2015,2019,4
prostate,BR,PT,2015,2019,4
prostate,IT,SE,2015,2019,4
prostate,AU,CH,2015,2019,4
prostate,BE,NL,2015,2019,4
prostate,CH,CN,2015,2019,4
prostate,AU,SE,2015,2019,4
prostate,CN,US,2020,2024,248
prostate,CA,US,2020,2024,172
prostate,GB,US,2020,2024,142
prostate,AU,US,2020,2024,123
prostate,IT,US,2020,2024,88
prostate,DE,US,2020,2024,83
prostate,AU,GB,2020,2024,81
prostate,NL,US,2020,2024,70
prostate,ES,US,2020,2024,56
prostate,GB,IT,2020,2024,49
prostate,KR,US,2020,2024,49
prostate,CA,CN,2020,2024,47
prostate,DE,IT,2020,2024,47
prostate,AU,CA,2020,2024,46
prostate,IN,US,2020,2024,46
prostate,FR,US,2020,2024,45
prostate,SE,US,2020,2024,43
prostate,JP,US,2020,2024,42
prostate,CH,IT,2020,2024,42
prostate,CA,GB,2020,2024,39
prostate,FR,GB,2020,2024,38
prostate,CN,GB,2020,2024,36
prostate,CH,US,2020,2024,36
prostate,CH,DE,2020,2024,35
prostate,AU,NL,2020,2024,35
prostate,DE,GB,2020,2024,35
prostate,ES,GB,2020,2024,33
prostate,GB,SE,2020,2024,33
prostate,GB,NL,2020,2024,32
prostate,ES,IT,2020,2024,31
prostate,FR,IT,2020,2024,30
prostate,TR,US,2020,2024,30
prostate,CN,TW,2020,2024,29
prostate,GB,IN,2020,2024,27
prostate,DK,US,2020,2024,27
prostate,FI,US,2020,2024,27
prostate,CN,IT,2020,2024,27
prostate,CN,DE,2020,2024,27
prostate,DE,FR,2020,2024,26
prostate,BR,US,2020,2024,25
prostate,DE,NL,2020,2024,24
prostate,TW,US,2020,2024,24
prostate,BE,US,2020,2024,23
prostate,IT,NL,2020,2024,23
prostate,IL,US,2020,2024,23
prostate,AU,CN,2020,2024,23
prostate,DE,ES,2020,2024,22
prostate,FI,GB,2020,2024,22
prostate,BE,GB,2020,2024,21
prostate,DK,SE,2020,2024,21
knee,AU,GB,2005,2009,1
knee,AT,US,2010,2014,1
knee,IQ,IR,2010,2014,1
knee,IQ,MY,2010,2014,1
knee,IR,MY,2010,2014,1
knee,GB,US,2015,2019,22
knee,CN,US,2015,2019,15
knee,CA,US,2015,2019,10
knee,AU,GB,2015,2019,10
knee,AU,US,2015,2019,9
knee,DE,GB,2015,2019,7
knee,CA,GB,2015,2019,7
knee,AU,CN,2015,2019,7
knee,DE,US,2015,2019,6
knee,ES,US,2015,2019,6
knee,GB,IT,2015,2019,6
knee,AU,BR,2015,2019,5
knee,BR,US,2015,2019,5
knee,BR,PT,2015,2019,5
knee,FI,US,2015,2019,5
knee,FR,GB,2015,2019,5
knee,AU,SE,2015,2019,4
knee,KR,US,2015,2019,4
knee,CA,CN,2015,2019,4
knee,DE,NL,2015,2019,4
knee,GB,NL,2015,2019,4
knee,BE,NO,2015,2019,4
knee,IT,US,2015,2019,4
knee,CH,DE,2015,2019,4
knee,AU,DE,2015,2019,3
knee,CN,TW,2015,2019,3
knee,DK,NL,2015,2019,3
knee,CA,NL,2015,2019,3
knee,BE,US,2015,2019,3
knee,GB,ZA,2015,2019,3
knee,CH,IT,2015,2019,3
knee,GB,SE,2015,2019,3
knee,GB,NO,2015,2019,3
knee,AU,CA,2015,2019,3
knee,SE,US,2015,2019,3
knee,BE,GB,2015,2019,3
knee,IT,RS,2015,2019,3
knee,CA,DE,2015,2019,2
knee,HR,US,2015,2019,2
knee,BR,DE,2015,2019,2
knee,IE,QA,2015,2019,2
knee,BR,ES,2015,2019,2
knee,JP,US,2015,2019,2
knee,AU,PT,2015,2019,2
knee,BR,IT,2015,2019,2
knee,AU,FR,2015,2019,2
knee,IS,US,2015,2019,2
knee,NO,US,2015,2019,2
knee,CA,FR,2015,2019,2
knee,FR,IT,2015,2019,2
knee,CN,US,2020,2024,68
knee,GB,US,2020,2024,48
knee,AU,GB,2020,2024,46
knee,CA,US,2020,2024,43
knee,DE,US,2020,2024,40
knee,AU,US,2020,2024,38
knee,AU,CA,2020,2024,22
knee,AU,CN,2020,2024,20
knee,NL,US,2020,2024,20
knee,KR,US,2020,2024,19
knee,IT,US,2020,2024,17
knee,CH,US,2020,2024,17
knee,CN,TW,2020,2024,16
knee,FR,GB,2020,2024,16
knee,AU,DK,2020,2024,15
knee,JP,US,2020,2024,15
knee,GB,IT,2020,2024,14
knee,ES,IT,2020,2024,13
knee,CH,DE,2020,2024,13
knee,CA,GB,2020,2024,13
knee,NO,US,2020,2024,13
knee,AU,DE,2020,2024,12
knee,FR,US,2020,2024,12
knee,DK,GB,2020,2024,12
knee,DE,GB,2020,2024,12
knee,CA,DK,2020,2024,11
knee,TW,US,2020,2024,10
knee,CH,FR,2020,2024,10
knee,FR,IT,2020,2024,10
knee,ES,US,2020,2024,10
knee,IN,US,2020,2024,9
knee,BR,US,2020,2024,9
knee,IL,US,2020,2024,9
knee,CA,CN,2020,2024,9
knee,DK,ES,2020,2024,9
knee,GB,QA,2020,2024,9
knee,CN,GB,2020,2024,9
knee,ES,GB,2020,2024,9
knee,DK,NO,2020,2024,9
knee,BR,PT,2020,2024,9
knee,DE,IT,2020,2024,8
knee,SE,US,2020,2024,8
knee,BR,CA,2020,2024,8
knee,CH,IT,2020,2024,8
knee,GB,NO,2020,2024,8
knee,AT,US,2020,2024,8
knee,DK,US,2020,2024,8
knee,AU,SE,2020,2024,7
knee,IR,US,2020,2024,7
knee,AT,DE,2020,2024,7
