funder,organ,year,pub_count
NIH,peripheral nervous system,2019,82
NIH,peripheral nervous system,2020,88
NIH,peripheral nervous system,2021,89
NIH,peripheral nervous system,2022,73
NIH,peripheral nervous system,2023,7
NIH,placenta,1967,1
NIH,placenta,1969,1
NIH,placenta,1970,1
NIH,placenta,1975,3
NIH,placenta,1977,2
NIH,placenta,1978,6
NIH,placenta,1979,8
NIH,placenta,1980,68
NIH,placenta,1981,177
NIH,placenta,1982,153
NIH,placenta,1983,148
NIH,placenta,1984,148
NIH,placenta,1985,184
NIH,placenta,1986,167
NIH,placenta,1987,175
NIH,placenta,1988,190
NIH,placenta,1989,223
NIH,placenta,1990,240
NIH,placenta,1991,186
NIH,placenta,1992,179
NIH,placenta,1993,199
NIH,placenta,1994,160
NIH,placenta,1995,205
NIH,placenta,1996,171
NIH,placenta,1997,159
NIH,placenta,1998,147
NIH,placenta,1999,116
NIH,placenta,2000,135
NIH,placenta,2001,135
NIH,placenta,2002,143
NIH,placenta,2003,142
NIH,placenta,2004,153
NIH,placenta,2005,155
NIH,placenta,2006,177
NIH,placenta,2007,186
NIH,placenta,2008,217
NIH,placenta,2009,209
NIH,placenta,2010,198
NIH,placenta,2011,212
NIH,placenta,2012,225
NIH,placenta,2013,267
NIH,placenta,2014,230
NIH,placenta,2015,246
NIH,placenta,2016,244
NIH,placenta,2017,280
NIH,placenta,2018,274
NIH,placenta,2019,323
NIH,placenta,2020,343
NIH,placenta,2021,375
NIH,placenta,2022,369
NIH,placenta,2023,66
NIH,prostate,1963,1
NIH,prostate,1973,1
NIH,prostate,1975,1
NIH,prostate,1976,1
NIH,prostate,1977,2
NIH,prostate,1978,5
NIH,prostate,1980,45
NIH,prostate,1981,101
NIH,prostate,1982,95
NIH,prostate,1983,90
NIH,prostate,1984,92
NIH,prostate,1985,86
NIH,prostate,1986,86
NIH,prostate,1987,83
NIH,prostate,1988,91
NIH,prostate,1989,77
NIH,prostate,1990,96
NIH,prostate,1991,103
NIH,prostate,1992,114
NIH,prostate,1993,159
NIH,prostate,1994,202
NIH,prostate,1995,225
NIH,prostate,1996,259
NIH,prostate,1997,285
NIH,prostate,1998,309
NIH,prostate,1999,367
NIH,prostate,2000,390
NIH,prostate,2001,486
NIH,prostate,2002,482
NIH,prostate,2003,560
NIH,prostate,2004,620
NIH,prostate,2005,629
NIH,prostate,2006,717
NIH,prostate,2007,819
NIH,prostate,2008,965
NIH,prostate,2009,920
NIH,prostate,2010,1010
NIH,prostate,2011,1012
NIH,prostate,2012,1116
NIH,prostate,2013,1147
NIH,prostate,2014,1068
NIH,prostate,2015,1041
NIH,prostate,2016,1033
NIH,prostate,2017,942
NIH,prostate,2018,901
NIH,prostate,2019,917
NIH,prostate,2020,835
NIH,prostate,2021,883
NIH,prostate,2022,749
NIH,prostate,2023,107
NIH,skeletal,1970,1
NIH,skeletal,1976,3
NIH,skeletal,1977,2
NIH,skeletal,1978,3
NIH,skeletal,1979,2
NIH,skeletal,1980,72
NIH,skeletal,1981,139
NIH,skeletal,1982,159
NIH,skeletal,1983,168
NIH,skeletal,1984,175
NIH,skeletal,1985,189
NIH,skeletal,1986,243
NIH,skeletal,1987,225
NIH,skeletal,1988,253
NIH,skeletal,1989,263
NIH,skeletal,1990,306
NIH,skeletal,1991,323
NIH,skeletal,1992,331
NIH,skeletal,1993,309
NIH,skeletal,1994,443
NIH,skeletal,1995,750
NIH,skeletal,1996,807
NIH,skeletal,1997,822
NIH,skeletal,1998,920
NIH,skeletal,1999,962
NIH,skeletal,2000,1091
NIH,skeletal,2001,1160
NIH,skeletal,2002,1188
NIH,skeletal,2003,1146
NIH,skeletal,2004,1230
NIH,skeletal,2005,1309
NIH,skeletal,2006,1127
NIH,skeletal,2007,1212
NIH,skeletal,2008,1146
NIH,skeletal,2009,1283
NIH,skeletal,2010,1279
NIH,skeletal,2011,1393
NIH,skeletal,2012,1427
NIH,skeletal,2013,1462
NIH,skeletal,2014,1315
NIH,skeletal,2015,1359
NIH,skeletal,2016,1224
NIH,skeletal,2017,1160
NIH,skeletal,2018,1057
NIH,skeletal,2019,1059
NIH,skeletal,2020,1042
NIH,skeletal,2021,1001
NIH,skeletal,2022,740
NIH,skeletal,2023,106
NIH,skin,1966,3
NIH,skin,1967,3
NIH,skin,1968,2
NIH,skin,1970,3
NIH,skin,1971,2
NIH,skin,1972,1
NIH,skin,1973,6
NIH,skin,1974,3
NIH,skin,1975,4
NIH,skin,1976,3
NIH,skin,1977,7
NIH,skin,1978,8
NIH,skin,1979,12
NIH,skin,1980,262
NIH,skin,1981,633
NIH,skin,1982,656
NIH,skin,1983,689
NIH,skin,1984,686
NIH,skin,1985,690
NIH,skin,1986,667
NIH,skin,1987,616
NIH,skin,1988,607
NIH,skin,1989,669
NIH,skin,1990,616
NIH,skin,1991,675
NIH,skin,1992,624
NIH,skin,1993,680
NIH,skin,1994,623
NIH,skin,1995,713
NIH,skin,1996,638
NIH,skin,1997,595
NIH,skin,1998,587
NIH,skin,1999,592
NIH,skin,2000,579
NIH,skin,2001,626
NIH,skin,2002,636
NIH,skin,2003,680
NIH,skin,2004,672
NIH,skin,2005,751
NIH,skin,2006,788
NIH,skin,2007,878
NIH,skin,2008,907
NIH,skin,2009,1028
NIH,skin,2010,1057
NIH,skin,2011,1085
NIH,skin,2012,1129
NIH,skin,2013,1111
NIH,skin,2014,1201
NIH,skin,2015,1201
NIH,skin,2016,1084
NIH,skin,2017,1009
NIH,skin,2018,970
NIH,skin,2019,963
NIH,skin,2020,958
NIH,skin,2021,993
NIH,skin,2022,723
NIH,skin,2023,106
NIH,small intestine,1970,1
NIH,small intestine,1972,1
NIH,small intestine,1973,1
NIH,small intestine,1975,1
NIH,small intestine,1977,2
NIH,small intestine,1979,5
NIH,small intestine,1980,21
NIH,small intestine,1981,56
NIH,small intestine,1982,70
NIH,small intestine,1983,84
NIH,small intestine,1984,91
NIH,small intestine,1985,72
NIH,small intestine,1986,55
NIH,small intestine,1987,71
NIH,small intestine,1988,112
NIH,small intestine,1989,109
NIH,small intestine,1990,114
NIH,small intestine,1991,110
NIH,small intestine,1992,115
NIH,small intestine,1993,114
NIH,small intestine,1994,139
NIH,small intestine,1995,110
NIH,small intestine,1996,147
NIH,small intestine,1997,111
NIH,small intestine,1998,103
NIH,small intestine,1999,89
NIH,small intestine,2000,114
NIH,small intestine,2001,101
NIH,small intestine,2002,95
NIH,small intestine,2003,83
NIH,small intestine,2004,86
NIH,small intestine,2005,99
NIH,small intestine,2006,116
NIH,small intestine,2007,97
NIH,small intestine,2008,95
NIH,small intestine,2009,88
NIH,small intestine,2010,99
NIH,small intestine,2011,123
NIH,small intestine,2012,129
NIH,small intestine,2013,134
NIH,small intestine,2014,106
NIH,small intestine,2015,115
NIH,small intestine,2016,84
NIH,small intestine,2017,87
NIH,small intestine,2018,94
NIH,small intestine,2019,90
NIH,small intestine,2020,90
NIH,small intestine,2021,82
NIH,small intestine,2022,45
NIH,small intestine,2023,5
NIH,spinal cord,1971,3
NIH,spinal cord,1972,1
NIH,spinal cord,1978,3
NIH,spinal cord,1979,6
NIH,spinal cord,1980,135
NIH,spinal cord,1981,290
NIH,spinal cord,1982,316
NIH,spinal cord,1983,327
NIH,spinal cord,1984,319
NIH,spinal cord,1985,334
NIH,spinal cord,1986,339
NIH,spinal cord,1987,320
NIH,spinal cord,1988,387
NIH,spinal cord,1989,353
NIH,spinal cord,1990,384
NIH,spinal cord,1991,371
NIH,spinal cord,1992,343
NIH,spinal cord,1993,384
NIH,spinal cord,1994,351
NIH,spinal cord,1995,355
NIH,spinal cord,1996,353
NIH,spinal cord,1997,345
NIH,spinal cord,1998,325
NIH,spinal cord,1999,376
NIH,spinal cord,2000,397
NIH,spinal cord,2001,385
NIH,spinal cord,2002,409
NIH,spinal cord,2003,394
NIH,spinal cord,2004,398
NIH,spinal cord,2005,408
NIH,spinal cord,2006,455
NIH,spinal cord,2007,452
NIH,spinal cord,2008,468
NIH,spinal cord,2009,534
NIH,spinal cord,2010,490
NIH,spinal cord,2011,482
NIH,spinal cord,2012,535
NIH,spinal cord,2013,515
NIH,spinal cord,2014,510
NIH,spinal cord,2015,481
NIH,spinal cord,2016,492
NIH,spinal cord,2017,429
NIH,spinal cord,2018,432
NIH,spinal cord,2019,374
NIH,spinal cord,2020,378
NIH,spinal cord,2021,430
NIH,spinal cord,2022,327
NIH,spinal cord,2023,44
NIH,spleen,1965,1
NIH,spleen,1968,1
NIH,spleen,1969,2
NIH,spleen,1970,4
NIH,spleen,1971,2
NIH,spleen,1972,1
NIH,spleen,1973,2
NIH,spleen,1974,2
NIH,spleen,1975,3
NIH,spleen,1976,1
NIH,spleen,1977,2
NIH,spleen,1978,6
NIH,spleen,1979,10
NIH,spleen,1980,231
NIH,spleen,1981,507
NIH,spleen,1982,485
NIH,spleen,1983,411
NIH,spleen,1984,439
NIH,spleen,1985,427
NIH,spleen,1986,324
NIH,spleen,1987,373
NIH,spleen,1988,357
NIH,spleen,1989,375
NIH,spleen,1990,400
NIH,spleen,1991,380
NIH,spleen,1992,370
NIH,spleen,1993,372
NIH,spleen,1994,384
NIH,spleen,1995,361
NIH,spleen,1996,340
NIH,spleen,1997,301
NIH,spleen,1998,331
NIH,spleen,1999,349
NIH,spleen,2000,369
NIH,spleen,2001,404
NIH,spleen,2002,354
NIH,spleen,2003,380
NIH,spleen,2004,381
NIH,spleen,2005,372
NIH,spleen,2006,340
NIH,spleen,2007,370
NIH,spleen,2008,338
NIH,spleen,2009,374
NIH,spleen,2010,324
NIH,spleen,2011,320
NIH,spleen,2012,307
NIH,spleen,2013,326
NIH,spleen,2014,303
NIH,spleen,2015,278
NIH,spleen,2016,211
NIH,spleen,2017,209
NIH,spleen,2018,187
NIH,spleen,2019,168
NIH,spleen,2020,146
NIH,spleen,2021,126
NIH,spleen,2022,50
NIH,spleen,2023,4
NIH,thymus,1968,1
NIH,thymus,1969,1
NIH,thymus,1970,1
NIH,thymus,1972,2
NIH,thymus,1973,2
NIH,thymus,1974,2
NIH,thymus,1975,1
NIH,thymus,1976,1
NIH,thymus,1977,2
NIH,thymus,1978,5
NIH,thymus,1979,6
NIH,thymus,1980,115
NIH,thymus,1981,231
NIH,thymus,1982,203
NIH,thymus,1983,179
NIH,thymus,1984,221
NIH,thymus,1985,199
NIH,thymus,1986,150
NIH,thymus,1987,171
NIH,thymus,1988,171
NIH,thymus,1989,166
NIH,thymus,1990,183
NIH,thymus,1991,196
NIH,thymus,1992,175
NIH,thymus,1993,210
NIH,thymus,1994,202
NIH,thymus,1995,214
NIH,thymus,1996,166
NIH,thymus,1997,228
NIH,thymus,1998,195
NIH,thymus,1999,196
NIH,thymus,2000,195
NIH,thymus,2001,200
NIH,thymus,2002,193
NIH,thymus,2003,171
NIH,thymus,2004,169
NIH,thymus,2005,175
NIH,thymus,2006,172
NIH,thymus,2007,177
NIH,thymus,2008,164
NIH,thymus,2009,204
NIH,thymus,2010,177
NIH,thymus,2011,162
NIH,thymus,2012,138
NIH,thymus,2013,127
NIH,thymus,2014,97
NIH,thymus,2015,110
NIH,thymus,2016,110
NIH,thymus,2017,77
NIH,thymus,2018,75
NIH,thymus,2019,72
NIH,thymus,2020,68
NIH,thymus,2021,62
NIH,thymus,2022,48
NIH,thymus,2023,13
NIH,trachea,1967,1
NIH,trachea,1977,4
NIH,trachea,1979,4
NIH,trachea,1980,60
NIH,trachea,1981,97
NIH,trachea,1982,112
NIH,trachea,1983,137
NIH,trachea,1984,130
NIH,trachea,1985,125
NIH,trachea,1986,128
NIH,trachea,1987,127
NIH,trachea,1988,155
NIH,trachea,1989,143
NIH,trachea,1990,144
NIH,trachea,1991,150
NIH,trachea,1992,150
NIH,trachea,1993,173
NIH,trachea,1994,155
NIH,trachea,1995,170
NIH,trachea,1996,146
NIH,trachea,1997,144
NIH,trachea,1998,142
NIH,trachea,1999,117
NIH,trachea,2000,138
NIH,trachea,2001,135
NIH,trachea,2002,120
NIH,trachea,2003,102
NIH,trachea,2004,117
NIH,trachea,2005,101
NIH,trachea,2006,108
NIH,trachea,2007,100
NIH,trachea,2008,89
NIH,trachea,2009,95
NIH,trachea,2010,109
NIH,trachea,2011,115
NIH,trachea,2012,105
NIH,trachea,2013,113
NIH,trachea,2014,100
NIH,trachea,2015,99
NIH,trachea,2016,85
NIH,trachea,2017,87
NIH,trachea,2018,86
NIH,trachea,2019,95
NIH,trachea,2020,131
NIH,trachea,2021,98
NIH,trachea,2022,62
NIH,trachea,2023,7
NIH,ureter,1975,1
NIH,ureter,1980,8
NIH,ureter,1981,20
NIH,ureter,1982,10
NIH,ureter,1983,19
NIH,ureter,1984,13
NIH,ureter,1985,20
NIH,ureter,1986,18
NIH,ureter,1987,15
NIH,ureter,1988,17
NIH,ureter,1989,20
NIH,ureter,1990,22
NIH,ureter,1991,21
NIH,ureter,1992,18
NIH,ureter,1993,16
NIH,ureter,1994,10
NIH,ureter,1995,15
NIH,ureter,1996,18
NIH,ureter,1997,13
NIH,ureter,1998,28
NIH,ureter,1999,26
NIH,ureter,2000,24
NIH,ureter,2001,26
NIH,ureter,2002,26
NIH,ureter,2003,32
NIH,ureter,2004,36
NIH,ureter,2005,30
NIH,ureter,2006,30
NIH,ureter,2007,34
NIH,ureter,2008,29
NIH,ureter,2009,44
NIH,ureter,2010,55
NIH,ureter,2011,54
NIH,ureter,2012,52
NIH,ureter,2013,48
NIH,ureter,2014,54
NIH,ureter,2015,54
NIH,ureter,2016,58
NIH,ureter,2017,58
NIH,ureter,2018,43
NIH,ureter,2019,49
NIH,ureter,2020,46
NIH,ureter,2021,39
NIH,ureter,2022,34
NIH,ureter,2023,4
NIH,urinary bladder,1970,1
NIH,urinary bladder,1971,1
NIH,urinary bladder,1974,1
NIH,urinary bladder,1975,1
NIH,urinary bladder,1978,2
NIH,urinary bladder,1979,3
NIH,urinary bladder,1980,45
NIH,urinary bladder,1981,131
NIH,urinary bladder,1982,119
NIH,urinary bladder,1983,130
NIH,urinary bladder,1984,148
NIH,urinary bladder,1985,132
NIH,urinary bladder,1986,130
NIH,urinary bladder,1987,127
NIH,urinary bladder,1988,116
NIH,urinary bladder,1989,141
NIH,urinary bladder,1990,136
NIH,urinary bladder,1991,163
NIH,urinary bladder,1992,144
NIH,urinary bladder,1993,142
NIH,urinary bladder,1994,167
NIH,urinary bladder,1995,149
NIH,urinary bladder,1996,146
NIH,urinary bladder,1997,162
NIH,urinary bladder,1998,131
NIH,urinary bladder,1999,138
NIH,urinary bladder,2000,162
NIH,urinary bladder,2001,156
NIH,urinary bladder,2002,153
NIH,urinary bladder,2003,163
NIH,urinary bladder,2004,188
NIH,urinary bladder,2005,198
NIH,urinary bladder,2006,232
NIH,urinary bladder,2007,235
NIH,urinary bladder,2008,263
NIH,urinary bladder,2009,253
NIH,urinary bladder,2010,231
NIH,urinary bladder,2011,235
NIH,urinary bladder,2012,260
NIH,urinary bladder,2013,295
NIH,urinary bladder,2014,297
NIH,urinary bladder,2015,265
NIH,urinary bladder,2016,307
NIH,urinary bladder,2017,251
NIH,urinary bladder,2018,252
NIH,urinary bladder,2019,260
NIH,urinary bladder,2020,245
NIH,urinary bladder,2021,237
NIH,urinary bladder,2022,232
NIH,urinary bladder,2023,34
NIH,uterus,1970,1
NIH,uterus,1975,4
NIH,uterus,1977,2
NIH,uterus,1978,4
NIH,uterus,1979,5
NIH,uterus,1980,70
NIH,uterus,1981,156
NIH,uterus,1982,145
NIH,uterus,1983,160
NIH,uterus,1984,138
NIH,uterus,1985,134
NIH,uterus,1986,144
NIH,uterus,1987,141
NIH,uterus,1988,114
NIH,uterus,1989,125
NIH,uterus,1990,120
NIH,uterus,1991,127
NIH,uterus,1992,162
NIH,uterus,1993,128
NIH,uterus,1994,86
NIH,uterus,1995,113
NIH,uterus,1996,104
NIH,uterus,1997,129
NIH,uterus,1998,124
NIH,uterus,1999,110
NIH,uterus,2000,113
NIH,uterus,2001,131
NIH,uterus,2002,106
NIH,uterus,2003,102
NIH,uterus,2004,112
NIH,uterus,2005,118
NIH,uterus,2006,106
NIH,uterus,2007,112
NIH,uterus,2008,93
NIH,uterus,2009,109
NIH,uterus,2010,96
NIH,uterus,2011,92
NIH,uterus,2012,108
NIH,uterus,2013,87
NIH,uterus,2014,82
NIH,uterus,2015,84
NIH,uterus,2016,72
NIH,uterus,2017,63
NIH,uterus,2018,81
NIH,uterus,2019,84
NIH,uterus,2020,83
NIH,uterus,2021,61
NIH,uterus,2022,39
NIH,uterus,2023,13
NSF,blood vasculature,2023,1
NSF,bone marrow,2017,1
NSF,bone marrow,2018,8
NSF,bone marrow,2019,6
NSF,bone marrow,2020,7
NSF,bone marrow,2021,11
NSF,bone marrow,2022,7
NSF,bone marrow,2023,3
NSF,brain,2012,3
NSF,brain,2013,2
NSF,brain,2014,1
NSF,brain,2015,7
NSF,brain,2016,9
NSF,brain,2017,12
NSF,brain,2018,77
NSF,brain,2019,119
NSF,brain,2020,110
NSF,brain,2021,100
NSF,brain,2022,129
NSF,brain,2023,56
NSF,eye,2017,5
NSF,eye,2018,8
NSF,eye,2019,19
NSF,eye,2020,21
NSF,eye,2021,13
NSF,eye,2022,22
NSF,eye,2023,6
NSF,fallopian tube,2020,1
NSF,fallopian tube,2021,1
NSF,heart,2016,2
NSF,heart,2017,2
NSF,heart,2018,18
NSF,heart,2019,38
NSF,heart,2020,20
NSF,heart,2021,28
NSF,heart,2022,39
NSF,heart,2023,15
NSF,kidney,2007,1
NSF,kidney,2016,1
NSF,kidney,2017,1
NSF,kidney,2018,21
NSF,kidney,2019,26
NSF,kidney,2020,26
NSF,kidney,2021,39
NSF,kidney,2022,29
NSF,kidney,2023,14
NSF,knee,2017,1
NSF,knee,2018,6
NSF,knee,2019,6
NSF,knee,2020,3
NSF,knee,2021,4
NSF,knee,2022,7
NSF,knee,2023,3
NSF,liver,2012,1
NSF,liver,2013,2
NSF,liver,2014,3
NSF,liver,2015,3
NSF,liver,2016,7
NSF,liver,2017,9
NSF,liver,2018,52
NSF,liver,2019,89
NSF,liver,2020,73
NSF,liver,2021,96
NSF,liver,2022,101
NSF,liver,2023,44
NSF,lung,2015,3
NSF,lung,2016,1
NSF,lung,2017,3
NSF,lung,2018,31
NSF,lung,2019,22
NSF,lung,2020,49
NSF,lung,2021,78
NSF,lung,2022,49
NSF,lung,2023,28
NSF,lymph node,2017,2
NSF,lymph node,2018,6
NSF,lymph node,2019,4
NSF,lymph node,2020,4
NSF,lymph node,2021,10
NSF,lymph node,2022,5
NSF,lymph node,2023,1
NSF,lymph vasculature,2023,2
NSF,muscular system,2018,1
NSF,muscular system,2022,1
NSF,muscular system,2023,1
NSF,ovary,2018,4
NSF,ovary,2019,8
NSF,ovary,2020,7
NSF,ovary,2021,7
NSF,ovary,2022,3
NSF,ovary,2023,1
NSF,pancreas,2020,4
NSF,pancreas,2021,3
NSF,pancreas,2022,3
NSF,pancreas,2023,2
NSF,pelvis,2018,3
NSF,pelvis,2022,2
NSF,peripheral nervous system,2018,1
NSF,peripheral nervous system,2020,2
NSF,peripheral nervous system,2022,2
NSF,placenta,2018,2
NSF,placenta,2019,2
NSF,placenta,2020,4
NSF,placenta,2021,10
NSF,placenta,2022,3
NSF,placenta,2023,3
NSF,prostate,2017,1
NSF,prostate,2018,7
NSF,prostate,2019,5
NSF,prostate,2020,6
NSF,prostate,2021,19
NSF,prostate,2022,23
NSF,prostate,2023,11
NSF,skeletal,2013,3
NSF,skeletal,2015,1
NSF,skeletal,2016,2
NSF,skeletal,2017,4
NSF,skeletal,2018,18
NSF,skeletal,2019,17
NSF,skeletal,2020,28
NSF,skeletal,2021,27
NSF,skeletal,2022,28
NSF,skeletal,2023,13
NSF,skin,2013,1
NSF,skin,2015,3
NSF,skin,2016,1
NSF,skin,2017,7
NSF,skin,2018,22
NSF,skin,2019,34
NSF,skin,2020,26
NSF,skin,2021,28
NSF,skin,2022,27
NSF,skin,2023,11
NSF,small intestine,2019,1
NSF,small intestine,2021,1
NSF,small intestine,2022,1
NSF,spinal cord,2012,1
NSF,spinal cord,2018,8
NSF,spinal cord,2019,6
NSF,spinal cord,2020,15
NSF,spinal cord,2021,16
NSF,spinal cord,2022,12
NSF,spinal cord,2023,7
NSF,spleen,2018,4
NSF,spleen,2019,2
NSF,spleen,2021,5
NSF,spleen,2022,3
NSF,thymus,2018,1
NSF,thymus,2019,2
NSF,thymus,2020,2
NSF,thymus,2021,2
NSF,thymus,2022,1
NSF,trachea,2018,1
NSF,trachea,2019,1
NSF,trachea,2020,1
NSF,trachea,2022,3
NSF,ureter,2018,1
NSF,ureter,2019,1
NSF,ureter,2021,3
NSF,ureter,2022,2
NSF,urinary bladder,2017,1
NSF,urinary bladder,2018,5
NSF,urinary bladder,2019,3
NSF,urinary bladder,2020,3
NSF,urinary bladder,2021,8
NSF,urinary bladder,2022,8
NSF,urinary bladder,2023,2
NSF,uterus,2018,1
NSF,uterus,2019,1
NSF,uterus,2021,2
NSF,uterus,2022,2
NSFC,blood vasculature,2022,1
NSFC,bone marrow,2017,10
NSFC,bone marrow,2018,30
NSFC,bone marrow,2019,51
NSFC,bone marrow,2020,57
NSFC,bone marrow,2021,61
NSFC,bone marrow,2022,71
NSFC,bone marrow,2023,25
NSFC,brain,2017,75
NSFC,brain,2018,306
NSFC,brain,2019,459
NSFC,brain,2020,513
NSFC,brain,2021,574
NSFC,brain,2022,658
NSFC,brain,2023,279
NSFC,eye,2017,4
NSFC,eye,2018,29
NSFC,eye,2019,71
NSFC,eye,2020,96
NSFC,eye,2021,81
NSFC,eye,2022,109
NSFC,eye,2023,43
NSFC,fallopian tube,2017,1
NSFC,fallopian tube,2018,2
NSFC,fallopian tube,2019,2
NSFC,fallopian tube,2020,3
NSFC,fallopian tube,2021,6
NSFC,fallopian tube,2022,2
NSFC,fallopian tube,2023,1
NSFC,heart,2017,10
NSFC,heart,2018,85
NSFC,heart,2019,140
NSFC,heart,2020,185
NSFC,heart,2021,223
NSFC,heart,2022,210
NSFC,heart,2023,80
NSFC,kidney,2017,9
NSFC,kidney,2018,132
NSFC,kidney,2019,185
NSFC,kidney,2020,260
NSFC,kidney,2021,281
NSFC,kidney,2022,307
NSFC,kidney,2023,96
NSFC,knee,2017,7
NSFC,knee,2018,27
NSFC,knee,2019,53
NSFC,knee,2020,52
NSFC,knee,2021,69
NSFC,knee,2022,90
NSFC,knee,2023,30
NSFC,liver,2013,1
NSFC,liver,2016,1
NSFC,liver,2017,60
NSFC,liver,2018,394
NSFC,liver,2019,784
NSFC,liver,2020,708
NSFC,liver,2021,949
NSFC,liver,2022,1198
NSFC,liver,2023,362
NSFC,lung,2017,29
NSFC,lung,2018,218
NSFC,lung,2019,319
NSFC,lung,2020,445
NSFC,lung,2021,490
NSFC,lung,2022,565
NSFC,lung,2023,211
NSFC,lymph node,2017,6
NSFC,lymph node,2018,31
NSFC,lymph node,2019,76
NSFC,lymph node,2020,77
NSFC,lymph node,2021,75
NSFC,lymph node,2022,98
NSFC,lymph node,2023,35
NSFC,main bronchus,2023,1
NSFC,muscular system,2018,1
NSFC,muscular system,2023,1
NSFC,ovary,2017,1
NSFC,ovary,2018,37
NSFC,ovary,2019,42
NSFC,ovary,2020,56
NSFC,ovary,2021,63
NSFC,ovary,2022,50
NSFC,ovary,2023,15
NSFC,pancreas,2017,1
NSFC,pancreas,2018,15
NSFC,pancreas,2019,24
NSFC,pancreas,2020,20
NSFC,pancreas,2021,32
NSFC,pancreas,2022,26
NSFC,pancreas,2023,11
NSFC,pelvis,2018,6
NSFC,pelvis,2019,9
NSFC,pelvis,2020,14
NSFC,pelvis,2021,4
NSFC,pelvis,2022,17
NSFC,pelvis,2023,4
NSFC,peripheral nervous system,2018,1
NSFC,peripheral nervous system,2019,5
NSFC,peripheral nervous system,2020,2
NSFC,peripheral nervous system,2021,11
NSFC,peripheral nervous system,2022,2
NSFC,peripheral nervous system,2023,4
NSFC,placenta,2017,3
NSFC,placenta,2018,7
NSFC,placenta,2019,25
NSFC,placenta,2020,21
NSFC,placenta,2021,29
NSFC,placenta,2022,43
NSFC,placenta,2023,16
NSFC,prostate,2017,5
NSFC,prostate,2018,30
NSFC,prostate,2019,60
NSFC,prostate,2020,63
NSFC,prostate,2021,74
NSFC,prostate,2022,95
NSFC,prostate,2023,44
NSFC,skeletal,2017,3
NSFC,skeletal,2018,42
NSFC,skeletal,2019,86
NSFC,skeletal,2020,80
NSFC,skeletal,2021,87
NSFC,skeletal,2022,138
NSFC,skeletal,2023,51
NSFC,skin,2016,1
NSFC,skin,2017,5
NSFC,skin,2018,64
NSFC,skin,2019,123
NSFC,skin,2020,171
NSFC,skin,2021,167
NSFC,skin,2022,262
NSFC,skin,2023,69
NSFC,small intestine,2017,1
NSFC,small intestine,2018,9
NSFC,small intestine,2019,12
NSFC,small intestine,2020,15
NSFC,small intestine,2021,15
NSFC,small intestine,2022,9
NSFC,small intestine,2023,2
NSFC,spinal cord,2017,6
NSFC,spinal cord,2018,30
NSFC,spinal cord,2019,29
NSFC,spinal cord,2020,55
NSFC,spinal cord,2021,77
NSFC,spinal cord,2022,75
NSFC,spinal cord,2023,42
NSFC,spleen,2017,1
NSFC,spleen,2018,29
NSFC,spleen,2019,27
NSFC,spleen,2020,22
NSFC,spleen,2021,26
NSFC,spleen,2022,20
NSFC,spleen,2023,7
NSFC,thymus,2017,2
NSFC,thymus,2018,6
NSFC,thymus,2019,11
NSFC,thymus,2020,9
NSFC,thymus,2021,11
NSFC,thymus,2022,12
NSFC,thymus,2023,3
NSFC,trachea,2017,1
NSFC,trachea,2018,5
NSFC,trachea,2019,7
NSFC,trachea,2020,10
NSFC,trachea,2021,8
NSFC,trachea,2022,11
NSFC,trachea,2023,5
NSFC,ureter,2018,8
NSFC,ureter,2019,13
NSFC,ureter,2020,9
NSFC,ureter,2021,20
NSFC,ureter,2022,21
NSFC,ureter,2023,5
NSFC,urinary bladder,2017,3
NSFC,urinary bladder,2018,27
NSFC,urinary bladder,2019,33
NSFC,urinary bladder,2020,38
NSFC,urinary bladder,2021,55
NSFC,urinary bladder,2022,83
NSFC,urinary bladder,2023,23
NSFC,uterus,2017,2
NSFC,uterus,2018,11
NSFC,uterus,2019,18
NSFC,uterus,2020,16
NSFC,uterus,2021,20
NSFC,uterus,2022,13
NSFC,uterus,2023,6
Wellcome,blood vasculature,2015,1
Wellcome,bone marrow,1985,1
Wellcome,bone marrow,1987,1
Wellcome,bone marrow,1998,1
Wellcome,bone marrow,2006,3
Wellcome,bone marrow,2007,12
Wellcome,bone marrow,2008,5
Wellcome,bone marrow,2009,6
Wellcome,bone marrow,2010,14
Wellcome,bone marrow,2011,11
Wellcome,bone marrow,2012,25
Wellcome,bone marrow,2013,25
Wellcome,bone marrow,2014,16
Wellcome,bone marrow,2015,24
Wellcome,bone marrow,2016,13
Wellcome,bone marrow,2017,10
Wellcome,bone marrow,2018,17
Wellcome,bone marrow,2019,14
Wellcome,bone marrow,2020,17
Wellcome,bone marrow,2021,19
Wellcome,bone marrow,2022,10
Wellcome,bone marrow,2023,3
Wellcome,brain,1975,1
Wellcome,brain,1985,2
Wellcome,brain,1986,1
Wellcome,brain,1987,2
Wellcome,brain,1988,2
Wellcome,brain,1992,1
Wellcome,brain,1995,1
Wellcome,brain,1997,6
Wellcome,brain,1998,6
Wellcome,brain,1999,13
Wellcome,brain,2000,12
Wellcome,brain,2001,19
Wellcome,brain,2002,27
Wellcome,brain,2003,34
Wellcome,brain,2004,32
Wellcome,brain,2005,49
Wellcome,brain,2006,141
Wellcome,brain,2007,192
Wellcome,brain,2008,178
Wellcome,brain,2009,222
Wellcome,brain,2010,217
Wellcome,brain,2011,252
Wellcome,brain,2012,363
