funder,organ,year,pub_count
MRC,small intestine,2020,6
MRC,small intestine,2021,8
MRC,small intestine,2022,4
MRC,small intestine,2023,1
MRC,spinal cord,1997,1
MRC,spinal cord,2000,1
MRC,spinal cord,2002,2
MRC,spinal cord,2003,2
MRC,spinal cord,2004,4
MRC,spinal cord,2005,11
MRC,spinal cord,2006,18
MRC,spinal cord,2007,24
MRC,spinal cord,2008,32
MRC,spinal cord,2009,34
MRC,spinal cord,2010,32
MRC,spinal cord,2011,27
MRC,spinal cord,2012,36
MRC,spinal cord,2013,28
MRC,spinal cord,2014,50
MRC,spinal cord,2015,47
MRC,spinal cord,2016,32
MRC,spinal cord,2017,30
MRC,spinal cord,2018,44
MRC,spinal cord,2019,37
MRC,spinal cord,2020,31
MRC,spinal cord,2021,34
MRC,spinal cord,2022,18
MRC,spinal cord,2023,6
MRC,spleen,1995,1
MRC,spleen,1996,1
MRC,spleen,2000,1
MRC,spleen,2001,1
MRC,spleen,2002,1
MRC,spleen,2003,2
MRC,spleen,2004,8
MRC,spleen,2005,6
MRC,spleen,2006,14
MRC,spleen,2007,21
MRC,spleen,2008,23
MRC,spleen,2009,26
MRC,spleen,2010,24
MRC,spleen,2011,25
MRC,spleen,2012,27
MRC,spleen,2013,10
MRC,spleen,2014,23
MRC,spleen,2015,18
MRC,spleen,2016,15
MRC,spleen,2017,12
MRC,spleen,2018,15
MRC,spleen,2019,13
MRC,spleen,2020,15
MRC,spleen,2021,10
MRC,spleen,2022,5
MRC,thymus,2002,1
MRC,thymus,2003,3
MRC,thymus,2004,1
MRC,thymus,2005,5
MRC,thymus,2006,10
MRC,thymus,2007,27
MRC,thymus,2008,22
MRC,thymus,2009,23
MRC,thymus,2010,15
MRC,thymus,2011,17
MRC,thymus,2012,17
MRC,thymus,2013,17
MRC,thymus,2014,22
MRC,thymus,2015,9
MRC,thymus,2016,18
MRC,thymus,2017,9
MRC,thymus,2018,14
MRC,thymus,2019,4
MRC,thymus,2020,8
MRC,thymus,2021,15
MRC,thymus,2022,3
MRC,trachea,2005,1
MRC,trachea,2006,3
MRC,trachea,2007,3
MRC,trachea,2008,2
MRC,trachea,2009,2
MRC,trachea,2010,1
MRC,trachea,2011,7
MRC,trachea,2012,6
MRC,trachea,2013,9
MRC,trachea,2014,10
MRC,trachea,2015,9
MRC,trachea,2016,8
MRC,trachea,2017,8
MRC,trachea,2018,5
MRC,trachea,2019,4
MRC,trachea,2020,3
MRC,trachea,2021,4
MRC,trachea,2022,4
MRC,ureter,2003,1
MRC,ureter,2004,1
MRC,ureter,2007,1
MRC,ureter,2008,2
MRC,ureter,2010,5
MRC,ureter,2011,4
MRC,ureter,2012,1
MRC,ureter,2013,6
MRC,ureter,2014,1
MRC,ureter,2015,3
MRC,ureter,2016,2
MRC,ureter,2017,4
MRC,ureter,2018,6
MRC,ureter,2019,3
MRC,ureter,2020,2
MRC,ureter,2021,3
MRC,ureter,2022,3
MRC,urinary bladder,2006,9
MRC,urinary bladder,2007,7
MRC,urinary bladder,2008,4
MRC,urinary bladder,2009,11
MRC,urinary bladder,2010,7
MRC,urinary bladder,2011,19
MRC,urinary bladder,2012,20
MRC,urinary bladder,2013,22
MRC,urinary bladder,2014,18
MRC,urinary bladder,2015,19
MRC,urinary bladder,2016,16
MRC,urinary bladder,2017,15
MRC,urinary bladder,2018,11
MRC,urinary bladder,2019,21
MRC,urinary bladder,2020,17
MRC,urinary bladder,2021,10
MRC,urinary bladder,2022,10
MRC,urinary bladder,2023,1
MRC,uterus,2001,1
MRC,uterus,2002,2
MRC,uterus,2003,1
MRC,uterus,2004,1
MRC,uterus,2005,1
MRC,uterus,2006,3
MRC,uterus,2007,6
MRC,uterus,2008,4
MRC,uterus,2009,3
MRC,uterus,2010,5
MRC,uterus,2011,5
MRC,uterus,2012,3
MRC,uterus,2013,6
MRC,uterus,2014,12
MRC,uterus,2015,6
MRC,uterus,2016,7
MRC,uterus,2017,3
MRC,uterus,2018,4
MRC,uterus,2019,8
MRC,uterus,2020,7
MRC,uterus,2021,13
MRC,uterus,2022,5
NIH,blood vasculature,1983,1
NIH,blood vasculature,1987,1
NIH,blood vasculature,1988,1
NIH,blood vasculature,1989,2
NIH,blood vasculature,1991,1
NIH,blood vasculature,1993,1
NIH,blood vasculature,1995,1
NIH,blood vasculature,1996,1
NIH,blood vasculature,1999,3
NIH,blood vasculature,2000,2
NIH,blood vasculature,2001,1
NIH,blood vasculature,2003,1
NIH,blood vasculature,2006,2
NIH,blood vasculature,2007,2
NIH,blood vasculature,2008,1
NIH,blood vasculature,2009,4
NIH,blood vasculature,2010,2
NIH,blood vasculature,2011,3
NIH,blood vasculature,2012,5
NIH,blood vasculature,2013,7
NIH,blood vasculature,2014,4
NIH,blood vasculature,2015,3
NIH,blood vasculature,2016,3
NIH,blood vasculature,2018,4
NIH,blood vasculature,2019,3
NIH,blood vasculature,2020,6
NIH,blood vasculature,2021,5
NIH,blood vasculature,2022,2
NIH,blood vasculature,2023,1
NIH,bone marrow,1966,1
NIH,bone marrow,1967,1
NIH,bone marrow,1968,2
NIH,bone marrow,1970,1
NIH,bone marrow,1971,2
NIH,bone marrow,1972,1
NIH,bone marrow,1975,5
NIH,bone marrow,1977,3
NIH,bone marrow,1978,4
NIH,bone marrow,1979,21
NIH,bone marrow,1980,168
NIH,bone marrow,1981,433
NIH,bone marrow,1982,464
NIH,bone marrow,1983,439
NIH,bone marrow,1984,477
NIH,bone marrow,1985,538
NIH,bone marrow,1986,495
NIH,bone marrow,1987,527
NIH,bone marrow,1988,507
NIH,bone marrow,1989,556
NIH,bone marrow,1990,558
NIH,bone marrow,1991,585
NIH,bone marrow,1992,602
NIH,bone marrow,1993,563
NIH,bone marrow,1994,591
NIH,bone marrow,1995,583
NIH,bone marrow,1996,553
NIH,bone marrow,1997,510
NIH,bone marrow,1998,473
NIH,bone marrow,1999,452
NIH,bone marrow,2000,501
NIH,bone marrow,2001,557
NIH,bone marrow,2002,512
NIH,bone marrow,2003,535
NIH,bone marrow,2004,533
NIH,bone marrow,2005,526
NIH,bone marrow,2006,555
NIH,bone marrow,2007,596
NIH,bone marrow,2008,584
NIH,bone marrow,2009,649
NIH,bone marrow,2010,672
NIH,bone marrow,2011,760
NIH,bone marrow,2012,694
NIH,bone marrow,2013,780
NIH,bone marrow,2014,679
NIH,bone marrow,2015,676
NIH,bone marrow,2016,560
NIH,bone marrow,2017,516
NIH,bone marrow,2018,504
NIH,bone marrow,2019,442
NIH,bone marrow,2020,437
NIH,bone marrow,2021,349
NIH,bone marrow,2022,228
NIH,bone marrow,2023,38
NIH,brain,1964,1
NIH,brain,1966,1
NIH,brain,1967,1
NIH,brain,1968,2
NIH,brain,1969,1
NIH,brain,1970,3
NIH,brain,1971,1
NIH,brain,1972,2
NIH,brain,1973,2
NIH,brain,1974,5
NIH,brain,1975,7
NIH,brain,1976,14
NIH,brain,1977,11
NIH,brain,1978,16
NIH,brain,1979,47
NIH,brain,1980,688
NIH,brain,1981,1622
NIH,brain,1982,1595
NIH,brain,1983,1726
NIH,brain,1984,1850
NIH,brain,1985,1886
NIH,brain,1986,1923
NIH,brain,1987,1853
NIH,brain,1988,1995
NIH,brain,1989,2024
NIH,brain,1990,2325
NIH,brain,1991,2226
NIH,brain,1992,2432
NIH,brain,1993,2422
NIH,brain,1994,2581
NIH,brain,1995,2513
NIH,brain,1996,2416
NIH,brain,1997,2467
NIH,brain,1998,2598
NIH,brain,1999,2749
NIH,brain,2000,2680
NIH,brain,2001,2814
NIH,brain,2002,2716
NIH,brain,2003,2974
NIH,brain,2004,3375
NIH,brain,2005,3754
NIH,brain,2006,3949
NIH,brain,2007,4297
NIH,brain,2008,4928
NIH,brain,2009,5458
NIH,brain,2010,5426
NIH,brain,2011,5729
NIH,brain,2012,6193
NIH,brain,2013,6476
NIH,brain,2014,6344
NIH,brain,2015,6364
NIH,brain,2016,6049
NIH,brain,2017,5738
NIH,brain,2018,6151
NIH,brain,2019,6126
NIH,brain,2020,5958
NIH,brain,2021,6200
NIH,brain,2022,4771
NIH,brain,2023,822
NIH,eye,1966,1
NIH,eye,1973,1
NIH,eye,1974,1
NIH,eye,1978,7
NIH,eye,1979,17
NIH,eye,1980,212
NIH,eye,1981,390
NIH,eye,1982,394
NIH,eye,1983,451
NIH,eye,1984,430
NIH,eye,1985,485
NIH,eye,1986,473
NIH,eye,1987,523
NIH,eye,1988,475
NIH,eye,1989,488
NIH,eye,1990,549
NIH,eye,1991,552
NIH,eye,1992,623
NIH,eye,1993,549
NIH,eye,1994,564
NIH,eye,1995,584
NIH,eye,1996,562
NIH,eye,1997,607
NIH,eye,1998,636
NIH,eye,1999,653
NIH,eye,2000,634
NIH,eye,2001,645
NIH,eye,2002,689
NIH,eye,2003,711
NIH,eye,2004,701
NIH,eye,2005,722
NIH,eye,2006,878
NIH,eye,2007,789
NIH,eye,2008,891
NIH,eye,2009,852
NIH,eye,2010,844
NIH,eye,2011,921
NIH,eye,2012,854
NIH,eye,2013,897
NIH,eye,2014,841
NIH,eye,2015,835
NIH,eye,2016,798
NIH,eye,2017,707
NIH,eye,2018,716
NIH,eye,2019,694
NIH,eye,2020,692
NIH,eye,2021,727
NIH,eye,2022,543
NIH,eye,2023,72
NIH,fallopian tube,1974,1
NIH,fallopian tube,1980,17
NIH,fallopian tube,1981,32
NIH,fallopian tube,1982,15
NIH,fallopian tube,1983,17
NIH,fallopian tube,1984,21
NIH,fallopian tube,1985,17
NIH,fallopian tube,1986,12
NIH,fallopian tube,1987,15
NIH,fallopian tube,1988,7
NIH,fallopian tube,1989,21
NIH,fallopian tube,1990,18
NIH,fallopian tube,1991,9
NIH,fallopian tube,1992,9
NIH,fallopian tube,1993,22
NIH,fallopian tube,1994,12
NIH,fallopian tube,1995,22
NIH,fallopian tube,1996,12
NIH,fallopian tube,1997,24
NIH,fallopian tube,1998,17
NIH,fallopian tube,1999,14
NIH,fallopian tube,2000,12
NIH,fallopian tube,2001,13
NIH,fallopian tube,2002,12
NIH,fallopian tube,2003,11
NIH,fallopian tube,2004,10
NIH,fallopian tube,2005,6
NIH,fallopian tube,2006,10
NIH,fallopian tube,2007,23
NIH,fallopian tube,2008,19
NIH,fallopian tube,2009,23
NIH,fallopian tube,2010,28
NIH,fallopian tube,2011,32
NIH,fallopian tube,2012,28
NIH,fallopian tube,2013,30
NIH,fallopian tube,2014,34
NIH,fallopian tube,2015,38
NIH,fallopian tube,2016,39
NIH,fallopian tube,2017,19
NIH,fallopian tube,2018,32
NIH,fallopian tube,2019,36
NIH,fallopian tube,2020,35
NIH,fallopian tube,2021,30
NIH,fallopian tube,2022,24
NIH,fallopian tube,2023,5
NIH,heart,1963,1
NIH,heart,1964,1
NIH,heart,1966,1
NIH,heart,1967,2
NIH,heart,1968,2
NIH,heart,1969,3
NIH,heart,1970,2
NIH,heart,1971,6
NIH,heart,1972,3
NIH,heart,1973,1
NIH,heart,1974,7
NIH,heart,1975,4
NIH,heart,1976,3
NIH,heart,1977,3
NIH,heart,1978,28
NIH,heart,1979,36
NIH,heart,1980,531
NIH,heart,1981,1288
NIH,heart,1982,1428
NIH,heart,1983,1426
NIH,heart,1984,1460
NIH,heart,1985,1464
NIH,heart,1986,1395
NIH,heart,1987,1463
NIH,heart,1988,1477
NIH,heart,1989,1590
NIH,heart,1990,1549
NIH,heart,1991,1494
NIH,heart,1992,1383
NIH,heart,1993,1490
NIH,heart,1994,1419
NIH,heart,1995,1435
NIH,heart,1996,1289
NIH,heart,1997,1405
NIH,heart,1998,1349
NIH,heart,1999,1311
NIH,heart,2000,1448
NIH,heart,2001,1444
NIH,heart,2002,1497
NIH,heart,2003,1615
NIH,heart,2004,1628
NIH,heart,2005,1826
NIH,heart,2006,1808
NIH,heart,2007,1983
NIH,heart,2008,2192
NIH,heart,2009,2270
NIH,heart,2010,2419
NIH,heart,2011,2526
NIH,heart,2012,2661
NIH,heart,2013,2710
NIH,heart,2014,2772
NIH,heart,2015,2672
NIH,heart,2016,2641
NIH,heart,2017,2512
NIH,heart,2018,2419
NIH,heart,2019,2554
NIH,heart,2020,2750
NIH,heart,2021,2626
NIH,heart,2022,2183
NIH,heart,2023,363
NIH,kidney,1964,1
NIH,kidney,1965,3
NIH,kidney,1966,2
NIH,kidney,1967,1
NIH,kidney,1968,5
NIH,kidney,1969,4
NIH,kidney,1970,9
NIH,kidney,1971,13
NIH,kidney,1972,10
NIH,kidney,1973,13
NIH,kidney,1974,8
NIH,kidney,1975,4
NIH,kidney,1976,2
NIH,kidney,1977,9
NIH,kidney,1978,22
NIH,kidney,1979,12
NIH,kidney,1980,404
NIH,kidney,1981,934
NIH,kidney,1982,890
NIH,kidney,1983,880
NIH,kidney,1984,991
NIH,kidney,1985,938
NIH,kidney,1986,860
NIH,kidney,1987,953
NIH,kidney,1988,1127
NIH,kidney,1989,1192
NIH,kidney,1990,1330
NIH,kidney,1991,1384
NIH,kidney,1992,1285
NIH,kidney,1993,1347
NIH,kidney,1994,1326
NIH,kidney,1995,1390
NIH,kidney,1996,1236
NIH,kidney,1997,1198
NIH,kidney,1998,1202
NIH,kidney,1999,1134
NIH,kidney,2000,1124
NIH,kidney,2001,1146
NIH,kidney,2002,1287
NIH,kidney,2003,1311
NIH,kidney,2004,1340
NIH,kidney,2005,1401
NIH,kidney,2006,1378
NIH,kidney,2007,1530
NIH,kidney,2008,1708
NIH,kidney,2009,1728
NIH,kidney,2010,1859
NIH,kidney,2011,1927
NIH,kidney,2012,2061
NIH,kidney,2013,2115
NIH,kidney,2014,1991
NIH,kidney,2015,2115
NIH,kidney,2016,2049
NIH,kidney,2017,2042
NIH,kidney,2018,1928
NIH,kidney,2019,2050
NIH,kidney,2020,2055
NIH,kidney,2021,1931
NIH,kidney,2022,1519
NIH,kidney,2023,246
NIH,knee,1980,1
NIH,knee,1981,7
NIH,knee,1982,10
NIH,knee,1983,9
NIH,knee,1984,9
NIH,knee,1985,9
NIH,knee,1986,8
NIH,knee,1987,6
NIH,knee,1988,15
NIH,knee,1989,17
NIH,knee,1990,22
NIH,knee,1991,19
NIH,knee,1992,14
NIH,knee,1993,12
NIH,knee,1994,22
NIH,knee,1995,21
NIH,knee,1996,37
NIH,knee,1997,34
NIH,knee,1998,39
NIH,knee,1999,41
NIH,knee,2000,38
NIH,knee,2001,58
NIH,knee,2002,59
NIH,knee,2003,62
NIH,knee,2004,66
NIH,knee,2005,78
NIH,knee,2006,76
NIH,knee,2007,104
NIH,knee,2008,106
NIH,knee,2009,143
NIH,knee,2010,182
NIH,knee,2011,166
NIH,knee,2012,202
NIH,knee,2013,205
NIH,knee,2014,171
NIH,knee,2015,184
NIH,knee,2016,190
NIH,knee,2017,187
NIH,knee,2018,191
NIH,knee,2019,193
NIH,knee,2020,193
NIH,knee,2021,207
NIH,knee,2022,186
NIH,knee,2023,30
NIH,large intestine,1980,4
NIH,large intestine,1981,6
NIH,large intestine,1982,8
NIH,large intestine,1983,8
NIH,large intestine,1984,8
NIH,large intestine,1985,4
NIH,large intestine,1986,4
NIH,large intestine,1987,5
NIH,large intestine,1988,9
NIH,large intestine,1989,9
NIH,large intestine,1990,4
NIH,large intestine,1991,6
NIH,large intestine,1992,5
NIH,large intestine,1993,12
NIH,large intestine,1994,5
NIH,large intestine,1995,9
NIH,large intestine,1996,7
NIH,large intestine,1997,10
NIH,large intestine,1998,5
NIH,large intestine,1999,3
NIH,large intestine,2000,10
NIH,large intestine,2001,8
NIH,large intestine,2002,5
NIH,large intestine,2003,4
NIH,large intestine,2004,6
NIH,large intestine,2005,8
NIH,large intestine,2006,7
NIH,large intestine,2007,5
NIH,large intestine,2008,8
NIH,large intestine,2009,11
NIH,large intestine,2010,8
NIH,large intestine,2011,9
NIH,large intestine,2012,15
NIH,large intestine,2013,12
NIH,large intestine,2014,9
NIH,large intestine,2015,8
NIH,large intestine,2016,9
NIH,large intestine,2017,3
NIH,large intestine,2018,6
NIH,large intestine,2019,8
NIH,large intestine,2020,11
NIH,large intestine,2021,8
NIH,large intestine,2022,5
NIH,liver,1960,1
NIH,liver,1961,1
NIH,liver,1964,4
NIH,liver,1965,1
NIH,liver,1967,4
NIH,liver,1968,3
NIH,liver,1969,4
NIH,liver,1970,7
NIH,liver,1971,12
NIH,liver,1972,8
NIH,liver,1973,7
NIH,liver,1974,7
NIH,liver,1975,7
NIH,liver,1976,15
NIH,liver,1977,17
NIH,liver,1978,28
NIH,liver,1979,43
NIH,liver,1980,803
NIH,liver,1981,1639
NIH,liver,1982,1643
NIH,liver,1983,1655
NIH,liver,1984,1723
NIH,liver,1985,1699
NIH,liver,1986,1651
NIH,liver,1987,1722
NIH,liver,1988,1767
NIH,liver,1989,2034
NIH,liver,1990,2033
NIH,liver,1991,2082
NIH,liver,1992,1962
NIH,liver,1993,1972
NIH,liver,1994,1884
NIH,liver,1995,1912
NIH,liver,1996,1764
NIH,liver,1997,1682
NIH,liver,1998,1667
NIH,liver,1999,1597
NIH,liver,2000,1650
NIH,liver,2001,1539
NIH,liver,2002,1624
NIH,liver,2003,1666
NIH,liver,2004,1781
NIH,liver,2005,1971
NIH,liver,2006,2087
NIH,liver,2007,2267
NIH,liver,2008,2652
NIH,liver,2009,2743
NIH,liver,2010,3104
NIH,liver,2011,3278
NIH,liver,2012,3433
NIH,liver,2013,3592
NIH,liver,2014,3615
NIH,liver,2015,3758
NIH,liver,2016,3721
NIH,liver,2017,3494
NIH,liver,2018,3547
NIH,liver,2019,3608
NIH,liver,2020,3836
NIH,liver,2021,3934
NIH,liver,2022,3205
NIH,liver,2023,569
NIH,lung,1962,1
NIH,lung,1965,1
NIH,lung,1967,1
NIH,lung,1968,1
NIH,lung,1969,1
NIH,lung,1970,1
NIH,lung,1971,1
NIH,lung,1972,4
NIH,lung,1974,3
NIH,lung,1975,1
NIH,lung,1976,1
NIH,lung,1977,10
NIH,lung,1978,11
NIH,lung,1979,5
NIH,lung,1980,413
NIH,lung,1981,977
NIH,lung,1982,1012
NIH,lung,1983,1078
NIH,lung,1984,1075
NIH,lung,1985,1048
NIH,lung,1986,974
NIH,lung,1987,1005
NIH,lung,1988,978
NIH,lung,1989,960
NIH,lung,1990,945
NIH,lung,1991,955
NIH,lung,1992,969
NIH,lung,1993,946
NIH,lung,1994,1015
NIH,lung,1995,1045
NIH,lung,1996,1038
NIH,lung,1997,1077
NIH,lung,1998,1067
NIH,lung,1999,1087
NIH,lung,2000,1211
NIH,lung,2001,1178
NIH,lung,2002,1247
NIH,lung,2003,1258
NIH,lung,2004,1350
NIH,lung,2005,1569
NIH,lung,2006,1628
NIH,lung,2007,1716
NIH,lung,2008,1932
NIH,lung,2009,1929
NIH,lung,2010,2154
NIH,lung,2011,2367
NIH,lung,2012,2539
NIH,lung,2013,2640
NIH,lung,2014,2721
NIH,lung,2015,2655
NIH,lung,2016,2577
NIH,lung,2017,2410
NIH,lung,2018,2402
NIH,lung,2019,2477
NIH,lung,2020,2654
NIH,lung,2021,2655
NIH,lung,2022,2160
NIH,lung,2023,360
NIH,lymph node,1968,1
NIH,lymph node,1969,1
NIH,lymph node,1970,2
NIH,lymph node,1974,1
NIH,lymph node,1975,1
NIH,lymph node,1976,3
NIH,lymph node,1979,6
NIH,lymph node,1980,70
NIH,lymph node,1981,209
NIH,lymph node,1982,188
NIH,lymph node,1983,167
NIH,lymph node,1984,164
NIH,lymph node,1985,167
NIH,lymph node,1986,187
NIH,lymph node,1987,162
NIH,lymph node,1988,143
NIH,lymph node,1989,153
NIH,lymph node,1990,190
NIH,lymph node,1991,198
NIH,lymph node,1992,178
NIH,lymph node,1993,161
NIH,lymph node,1994,187
NIH,lymph node,1995,196
NIH,lymph node,1996,188
NIH,lymph node,1997,180
NIH,lymph node,1998,200
NIH,lymph node,1999,214
NIH,lymph node,2000,230
NIH,lymph node,2001,241
NIH,lymph node,2002,213
NIH,lymph node,2003,238
NIH,lymph node,2004,205
NIH,lymph node,2005,247
NIH,lymph node,2006,267
NIH,lymph node,2007,252
NIH,lymph node,2008,277
NIH,lymph node,2009,305
NIH,lymph node,2010,316
NIH,lymph node,2011,319
NIH,lymph node,2012,369
NIH,lymph node,2013,386
NIH,lymph node,2014,346
NIH,lymph node,2015,354
NIH,lymph node,2016,359
NIH,lymph node,2017,296
NIH,lymph node,2018,286
NIH,lymph node,2019,284
NIH,lymph node,2020,313
NIH,lymph node,2021,259
NIH,lymph node,2022,199
NIH,lymph node,2023,36
NIH,lymph vasculature,1982,1
NIH,lymph vasculature,1987,1
NIH,lymph vasculature,1990,2
NIH,lymph vasculature,2002,2
NIH,lymph vasculature,2003,2
NIH,lymph vasculature,2004,1
NIH,lymph vasculature,2005,1
NIH,lymph vasculature,2007,2
NIH,lymph vasculature,2008,4
NIH,lymph vasculature,2009,2
NIH,lymph vasculature,2010,2
NIH,lymph vasculature,2011,2
NIH,lymph vasculature,2012,2
NIH,lymph vasculature,2013,6
NIH,lymph vasculature,2014,4
NIH,lymph vasculature,2015,3
NIH,lymph vasculature,2016,5
NIH,lymph vasculature,2017,2
NIH,lymph vasculature,2018,4
NIH,lymph vasculature,2019,7
NIH,lymph vasculature,2020,5
NIH,lymph vasculature,2021,3
NIH,lymph vasculature,2022,2
NIH,main bronchus,2018,1
NIH,main bronchus,2020,1
NIH,muscular system,1981,1
NIH,muscular system,1983,6
NIH,muscular system,1984,2
NIH,muscular system,1985,4
NIH,muscular system,1986,1
NIH,muscular system,1987,3
NIH,muscular system,1988,4
NIH,muscular system,1989,7
NIH,muscular system,1990,3
NIH,muscular system,1991,2
NIH,muscular system,1993,2
NIH,muscular system,1994,3
NIH,muscular system,1995,1
NIH,muscular system,1996,4
NIH,muscular system,1998,1
NIH,muscular system,1999,4
NIH,muscular system,2000,4
NIH,muscular system,2001,1
NIH,muscular system,2002,1
NIH,muscular system,2003,4
NIH,muscular system,2004,3
NIH,muscular system,2005,5
NIH,muscular system,2006,6
NIH,muscular system,2007,6
NIH,muscular system,2008,5
NIH,muscular system,2009,3
NIH,muscular system,2010,5
NIH,muscular system,2011,6
NIH,muscular system,2012,4
NIH,muscular system,2013,7
NIH,muscular system,2014,9
NIH,muscular system,2015,8
NIH,muscular system,2016,2
NIH,muscular system,2017,3
NIH,muscular system,2018,6
NIH,muscular system,2019,2
NIH,muscular system,2020,4
NIH,muscular system,2021,7
NIH,muscular system,2022,7
NIH,muscular system,2023,2
NIH,ovary,1962,1
NIH,ovary,1963,1
NIH,ovary,1975,2
NIH,ovary,1976,4
NIH,ovary,1978,4
NIH,ovary,1979,3
NIH,ovary,1980,94
NIH,ovary,1981,244
NIH,ovary,1982,264
NIH,ovary,1983,261
NIH,ovary,1984,242
NIH,ovary,1985,238
NIH,ovary,1986,240
NIH,ovary,1987,218
NIH,ovary,1988,180
NIH,ovary,1989,244
NIH,ovary,1990,230
NIH,ovary,1991,244
NIH,ovary,1992,195
NIH,ovary,1993,178
NIH,ovary,1994,156
NIH,ovary,1995,184
NIH,ovary,1996,193
NIH,ovary,1997,209
NIH,ovary,1998,178
NIH,ovary,1999,184
NIH,ovary,2000,176
NIH,ovary,2001,185
NIH,ovary,2002,209
NIH,ovary,2003,173
NIH,ovary,2004,173
NIH,ovary,2005,197
NIH,ovary,2006,215
NIH,ovary,2007,201
NIH,ovary,2008,201
NIH,ovary,2009,224
NIH,ovary,2010,208
NIH,ovary,2011,226
NIH,ovary,2012,236
NIH,ovary,2013,223
NIH,ovary,2014,222
NIH,ovary,2015,218
NIH,ovary,2016,204
NIH,ovary,2017,171
NIH,ovary,2018,168
NIH,ovary,2019,197
NIH,ovary,2020,201
NIH,ovary,2021,169
NIH,ovary,2022,118
NIH,ovary,2023,25
NIH,pancreas,1969,1
NIH,pancreas,1971,1
NIH,pancreas,1972,1
NIH,pancreas,1973,1
NIH,pancreas,1976,1
NIH,pancreas,1977,1
NIH,pancreas,1978,3
NIH,pancreas,1979,5
NIH,pancreas,1980,64
NIH,pancreas,1981,129
NIH,pancreas,1982,104
NIH,pancreas,1983,106
NIH,pancreas,1984,118
NIH,pancreas,1985,87
NIH,pancreas,1986,83
NIH,pancreas,1987,116
NIH,pancreas,1988,149
NIH,pancreas,1989,166
NIH,pancreas,1990,197
NIH,pancreas,1991,218
NIH,pancreas,1992,195
NIH,pancreas,1993,161
NIH,pancreas,1994,167
NIH,pancreas,1995,147
NIH,pancreas,1996,163
NIH,pancreas,1997,151
NIH,pancreas,1998,114
NIH,pancreas,1999,136
NIH,pancreas,2000,123
NIH,pancreas,2001,135
NIH,pancreas,2002,112
NIH,pancreas,2003,115
NIH,pancreas,2004,142
NIH,pancreas,2005,141
NIH,pancreas,2006,148
NIH,pancreas,2007,158
NIH,pancreas,2008,163
NIH,pancreas,2009,187
NIH,pancreas,2010,196
NIH,pancreas,2011,182
NIH,pancreas,2012,252
NIH,pancreas,2013,243
NIH,pancreas,2014,243
NIH,pancreas,2015,207
NIH,pancreas,2016,231
NIH,pancreas,2017,190
NIH,pancreas,2018,175
NIH,pancreas,2019,192
NIH,pancreas,2020,219
NIH,pancreas,2021,208
NIH,pancreas,2022,116
NIH,pancreas,2023,20
NIH,pelvis,1980,7
NIH,pelvis,1981,6
NIH,pelvis,1982,13
NIH,pelvis,1983,10
NIH,pelvis,1984,14
NIH,pelvis,1985,14
NIH,pelvis,1986,9
NIH,pelvis,1987,9
NIH,pelvis,1988,10
NIH,pelvis,1989,9
NIH,pelvis,1990,11
NIH,pelvis,1991,7
NIH,pelvis,1992,11
NIH,pelvis,1993,13
NIH,pelvis,1994,10
NIH,pelvis,1995,10
NIH,pelvis,1996,12
NIH,pelvis,1997,8
NIH,pelvis,1998,15
NIH,pelvis,1999,19
NIH,pelvis,2000,17
NIH,pelvis,2001,16
NIH,pelvis,2002,13
NIH,pelvis,2003,13
NIH,pelvis,2004,20
NIH,pelvis,2005,18
NIH,pelvis,2006,17
NIH,pelvis,2007,21
NIH,pelvis,2008,24
NIH,pelvis,2009,24
NIH,pelvis,2010,22
NIH,pelvis,2011,29
NIH,pelvis,2012,25
NIH,pelvis,2013,29
NIH,pelvis,2014,28
NIH,pelvis,2015,34
NIH,pelvis,2016,31
NIH,pelvis,2017,45
NIH,pelvis,2018,33
NIH,pelvis,2019,47
NIH,pelvis,2020,36
NIH,pelvis,2021,26
NIH,pelvis,2022,34
NIH,pelvis,2023,6
NIH,peripheral nervous system,1980,12
NIH,peripheral nervous system,1981,27
NIH,peripheral nervous system,1982,36
NIH,peripheral nervous system,1983,39
NIH,peripheral nervous system,1984,30
NIH,peripheral nervous system,1985,43
NIH,peripheral nervous system,1986,36
NIH,peripheral nervous system,1987,37
NIH,peripheral nervous system,1988,23
NIH,peripheral nervous system,1989,32
NIH,peripheral nervous system,1990,37
NIH,peripheral nervous system,1991,44
NIH,peripheral nervous system,1992,35
NIH,peripheral nervous system,1993,33
NIH,peripheral nervous system,1994,63
NIH,peripheral nervous system,1995,63
NIH,peripheral nervous system,1996,64
NIH,peripheral nervous system,1997,51
NIH,peripheral nervous system,1998,57
NIH,peripheral nervous system,1999,50
NIH,peripheral nervous system,2000,50
NIH,peripheral nervous system,2001,62
NIH,peripheral nervous system,2002,57
NIH,peripheral nervous system,2003,50
NIH,peripheral nervous system,2004,44
NIH,peripheral nervous system,2005,64
NIH,peripheral nervous system,2006,92
NIH,peripheral nervous system,2007,99
NIH,peripheral nervous system,2008,93
NIH,peripheral nervous system,2009,75
NIH,peripheral nervous system,2010,85
NIH,peripheral nervous system,2011,88
NIH,peripheral nervous system,2012,80
NIH,peripheral nervous system,2013,101
NIH,peripheral nervous system,2014,89
NIH,peripheral nervous system,2015,88
NIH,peripheral nervous system,2016,85
NIH,peripheral nervous system,2017,87
NIH,peripheral nervous system,2018,77
