country,organ,year,author_count
IR,bone marrow,2021,57
IR,bone marrow,2022,19
IR,bone marrow,2023,2
IR,brain,2014,4
IR,brain,2016,7
IR,brain,2017,18
IR,brain,2018,59
IR,brain,2019,111
IR,brain,2020,173
IR,brain,2021,205
IR,brain,2022,342
IR,brain,2023,87
IR,eye,2015,1
IR,eye,2016,2
IR,eye,2017,1
IR,eye,2018,15
IR,eye,2019,25
IR,eye,2020,32
IR,eye,2021,54
IR,eye,2022,59
IR,eye,2023,22
IR,fallopian tube,2019,1
IR,fallopian tube,2020,1
IR,fallopian tube,2021,1
IR,fallopian tube,2022,3
IR,fallopian tube,2023,7
IR,heart,2014,2
IR,heart,2015,2
IR,heart,2016,1
IR,heart,2017,13
IR,heart,2018,43
IR,heart,2019,85
IR,heart,2020,144
IR,heart,2021,165
IR,heart,2022,244
IR,heart,2023,51
IR,kidney,2014,1
IR,kidney,2016,2
IR,kidney,2017,16
IR,kidney,2018,37
IR,kidney,2019,88
IR,kidney,2020,122
IR,kidney,2021,153
IR,kidney,2022,196
IR,kidney,2023,25
IR,knee,2013,1
IR,knee,2016,2
IR,knee,2018,5
IR,knee,2019,8
IR,knee,2020,24
IR,knee,2021,51
IR,knee,2022,74
IR,knee,2023,11
IR,large intestine,2021,1
IR,liver,2014,5
IR,liver,2015,2
IR,liver,2016,7
IR,liver,2017,28
IR,liver,2018,106
IR,liver,2019,227
IR,liver,2020,380
IR,liver,2021,578
IR,liver,2022,662
IR,liver,2023,150
IR,lung,2016,1
IR,lung,2017,5
IR,lung,2018,25
IR,lung,2019,65
IR,lung,2020,86
IR,lung,2021,153
IR,lung,2022,159
IR,lung,2023,27
IR,lymph node,2015,1
IR,lymph node,2016,2
IR,lymph node,2017,2
IR,lymph node,2018,4
IR,lymph node,2019,15
IR,lymph node,2020,17
IR,lymph node,2021,23
IR,lymph node,2022,18
IR,lymph node,2023,1
IR,muscular system,2021,1
IR,muscular system,2022,1
IR,ovary,2016,2
IR,ovary,2017,13
IR,ovary,2018,27
IR,ovary,2019,24
IR,ovary,2020,32
IR,ovary,2021,67
IR,ovary,2022,95
IR,ovary,2023,29
IR,pancreas,2016,1
IR,pancreas,2018,6
IR,pancreas,2019,9
IR,pancreas,2020,4
IR,pancreas,2021,8
IR,pancreas,2022,5
IR,pancreas,2023,7
IR,pelvis,2016,2
IR,pelvis,2018,7
IR,pelvis,2020,3
IR,pelvis,2021,1
IR,pelvis,2022,11
IR,peripheral nervous system,2018,1
IR,peripheral nervous system,2019,6
IR,peripheral nervous system,2021,2
IR,peripheral nervous system,2022,5
IR,peripheral nervous system,2023,1
IR,placenta,2017,2
IR,placenta,2018,5
IR,placenta,2019,9
IR,placenta,2020,15
IR,placenta,2021,23
IR,placenta,2022,29
IR,placenta,2023,9
IR,prostate,2017,3
IR,prostate,2018,9
IR,prostate,2019,37
IR,prostate,2020,30
IR,prostate,2021,42
IR,prostate,2022,78
IR,prostate,2023,9
IR,skeletal,2014,1
IR,skeletal,2016,1
IR,skeletal,2017,7
IR,skeletal,2018,16
IR,skeletal,2019,34
IR,skeletal,2020,40
IR,skeletal,2021,35
IR,skeletal,2022,121
IR,skeletal,2023,27
IR,skin,2014,2
IR,skin,2016,9
IR,skin,2017,19
IR,skin,2018,23
IR,skin,2019,60
IR,skin,2020,131
IR,skin,2021,167
IR,skin,2022,199
IR,skin,2023,42
IR,small intestine,2018,2
IR,small intestine,2019,2
IR,small intestine,2020,7
IR,small intestine,2021,1
IR,small intestine,2022,8
IR,small intestine,2023,2
IR,spinal cord,2017,2
IR,spinal cord,2018,10
IR,spinal cord,2019,20
IR,spinal cord,2020,28
IR,spinal cord,2021,47
IR,spinal cord,2022,77
IR,spinal cord,2023,2
IR,spleen,2017,5
IR,spleen,2018,5
IR,spleen,2019,14
IR,spleen,2020,4
IR,spleen,2021,6
IR,spleen,2022,4
IR,spleen,2023,1
IR,thymus,2018,4
IR,thymus,2019,11
IR,thymus,2020,2
IR,thymus,2021,11
IR,thymus,2022,23
IR,thymus,2023,4
IR,trachea,2016,2
IR,trachea,2018,1
IR,trachea,2019,1
IR,trachea,2020,8
IR,trachea,2021,17
IR,trachea,2022,28
IR,ureter,2017,1
IR,ureter,2018,3
IR,ureter,2019,6
IR,ureter,2020,3
IR,ureter,2021,8
IR,ureter,2022,8
IR,ureter,2023,6
IR,urinary bladder,2017,1
IR,urinary bladder,2018,7
IR,urinary bladder,2019,11
IR,urinary bladder,2020,13
IR,urinary bladder,2021,33
IR,urinary bladder,2022,42
IR,urinary bladder,2023,5
IR,uterus,2018,2
IR,uterus,2019,5
IR,uterus,2020,18
IR,uterus,2021,15
IR,uterus,2022,7
IR,uterus,2023,1
IS,brain,2017,2
IS,brain,2018,10
IS,brain,2019,9
IS,brain,2020,8
IS,brain,2021,4
IS,brain,2022,11
IS,brain,2023,6
IS,eye,2017,1
IS,eye,2018,2
IS,eye,2019,6
IS,eye,2020,4
IS,eye,2021,7
IS,eye,2022,5
IS,eye,2023,2
IS,heart,2016,1
IS,heart,2017,1
IS,heart,2018,2
IS,heart,2019,4
IS,heart,2020,9
IS,heart,2021,8
IS,heart,2022,8
IS,kidney,2017,1
IS,kidney,2018,1
IS,kidney,2019,8
IS,kidney,2020,4
IS,kidney,2021,2
IS,kidney,2022,13
IS,knee,2018,5
IS,knee,2019,6
IS,knee,2021,2
IS,knee,2022,8
IS,knee,2023,5
IS,liver,2017,1
IS,liver,2018,1
IS,liver,2019,12
IS,liver,2020,3
IS,liver,2021,13
IS,liver,2022,29
IS,liver,2023,2
IS,lung,2016,2
IS,lung,2017,3
IS,lung,2018,2
IS,lung,2019,1
IS,lung,2020,3
IS,lung,2021,1
IS,lung,2022,8
IS,lymph node,2021,2
IS,ovary,2015,2
IS,ovary,2018,2
IS,ovary,2019,1
IS,pancreas,2022,1
IS,pelvis,2022,1
IS,peripheral nervous system,2021,3
IS,placenta,2017,1
IS,prostate,2017,1
IS,prostate,2018,6
IS,prostate,2021,5
IS,prostate,2022,7
IS,skeletal,2016,1
IS,skeletal,2018,1
IS,skeletal,2019,1
IS,skeletal,2020,3
IS,skeletal,2022,1
IS,skin,2017,1
IS,skin,2020,2
IS,skin,2021,8
IS,skin,2022,2
IS,spinal cord,2016,1
IS,spinal cord,2019,1
IS,spinal cord,2020,1
IS,spinal cord,2021,1
IT,blood vasculature,2020,2
IT,bone marrow,2014,2
IT,bone marrow,2015,6
IT,bone marrow,2016,12
IT,bone marrow,2017,39
IT,bone marrow,2018,79
IT,bone marrow,2019,109
IT,bone marrow,2020,171
IT,bone marrow,2021,226
IT,bone marrow,2022,205
IT,bone marrow,2023,97
IT,brain,2013,1
IT,brain,2014,36
IT,brain,2015,44
IT,brain,2016,136
IT,brain,2017,420
IT,brain,2018,596
IT,brain,2019,899
IT,brain,2020,1264
IT,brain,2021,1710
IT,brain,2022,2043
IT,brain,2023,518
IT,eye,2014,8
IT,eye,2015,3
IT,eye,2016,22
IT,eye,2017,64
IT,eye,2018,107
IT,eye,2019,120
IT,eye,2020,203
IT,eye,2021,388
IT,eye,2022,379
IT,eye,2023,93
IT,fallopian tube,2017,1
IT,fallopian tube,2018,2
IT,fallopian tube,2020,10
IT,fallopian tube,2021,5
IT,fallopian tube,2022,16
IT,heart,2014,30
IT,heart,2015,14
IT,heart,2016,47
IT,heart,2017,193
IT,heart,2018,344
IT,heart,2019,447
IT,heart,2020,706
IT,heart,2021,1329
IT,heart,2022,1464
IT,heart,2023,468
IT,kidney,2014,24
IT,kidney,2015,13
IT,kidney,2016,45
IT,kidney,2017,110
IT,kidney,2018,217
IT,kidney,2019,322
IT,kidney,2020,490
IT,kidney,2021,713
IT,kidney,2022,904
IT,kidney,2023,235
IT,knee,2015,1
IT,knee,2016,12
IT,knee,2017,21
IT,knee,2018,45
IT,knee,2019,93
IT,knee,2020,102
IT,knee,2021,212
IT,knee,2022,233
IT,knee,2023,84
IT,large intestine,2016,1
IT,large intestine,2017,2
IT,large intestine,2018,1
IT,large intestine,2019,6
IT,large intestine,2020,5
IT,large intestine,2021,1
IT,large intestine,2022,1
IT,liver,2012,5
IT,liver,2014,39
IT,liver,2015,31
IT,liver,2016,84
IT,liver,2017,299
IT,liver,2018,642
IT,liver,2019,949
IT,liver,2020,1434
IT,liver,2021,1943
IT,liver,2022,2221
IT,liver,2023,611
IT,lung,2014,21
IT,lung,2015,18
IT,lung,2016,31
IT,lung,2017,130
IT,lung,2018,286
IT,lung,2019,450
IT,lung,2020,707
IT,lung,2021,1276
IT,lung,2022,1546
IT,lung,2023,424
IT,lymph node,2014,5
IT,lymph node,2015,6
IT,lymph node,2016,8
IT,lymph node,2017,28
IT,lymph node,2018,75
IT,lymph node,2019,113
IT,lymph node,2020,150
IT,lymph node,2021,230
IT,lymph node,2022,321
IT,lymph node,2023,95
IT,lymph vasculature,2022,2
IT,main bronchus,2018,2
IT,muscular system,2017,1
IT,muscular system,2020,4
IT,muscular system,2021,10
IT,muscular system,2022,13
IT,muscular system,2023,2
IT,ovary,2014,2
IT,ovary,2015,5
IT,ovary,2016,8
IT,ovary,2017,16
IT,ovary,2018,30
IT,ovary,2019,50
IT,ovary,2020,65
IT,ovary,2021,89
IT,ovary,2022,94
IT,ovary,2023,17
IT,pancreas,2014,1
IT,pancreas,2015,3
IT,pancreas,2016,3
IT,pancreas,2017,18
IT,pancreas,2018,19
IT,pancreas,2019,49
IT,pancreas,2020,82
IT,pancreas,2021,102
IT,pancreas,2022,76
IT,pancreas,2023,56
IT,pelvis,2016,1
IT,pelvis,2017,12
IT,pelvis,2018,28
IT,pelvis,2019,9
IT,pelvis,2020,16
IT,pelvis,2021,50
IT,pelvis,2022,52
IT,pelvis,2023,21
IT,peripheral nervous system,2013,4
IT,peripheral nervous system,2016,2
IT,peripheral nervous system,2017,16
IT,peripheral nervous system,2018,15
IT,peripheral nervous system,2019,18
IT,peripheral nervous system,2020,32
IT,peripheral nervous system,2021,64
IT,peripheral nervous system,2022,63
IT,peripheral nervous system,2023,25
IT,placenta,2014,9
IT,placenta,2016,10
IT,placenta,2017,21
IT,placenta,2018,32
IT,placenta,2019,36
IT,placenta,2020,83
IT,placenta,2021,114
IT,placenta,2022,171
IT,placenta,2023,49
IT,prostate,2014,16
IT,prostate,2015,8
IT,prostate,2016,22
IT,prostate,2017,50
IT,prostate,2018,106
IT,prostate,2019,204
IT,prostate,2020,233
IT,prostate,2021,402
IT,prostate,2022,689
IT,prostate,2023,209
IT,skeletal,2014,15
IT,skeletal,2015,18
IT,skeletal,2016,38
IT,skeletal,2017,126
IT,skeletal,2018,241
IT,skeletal,2019,310
IT,skeletal,2020,511
IT,skeletal,2021,751
IT,skeletal,2022,705
IT,skeletal,2023,221
IT,skin,2012,1
IT,skin,2014,21
IT,skin,2015,11
IT,skin,2016,37
IT,skin,2017,158
IT,skin,2018,259
IT,skin,2019,401
IT,skin,2020,847
IT,skin,2021,966
IT,skin,2022,997
IT,skin,2023,303
IT,small intestine,2016,2
IT,small intestine,2017,11
IT,small intestine,2018,12
IT,small intestine,2019,22
IT,small intestine,2020,18
IT,small intestine,2021,49
IT,small intestine,2022,48
IT,small intestine,2023,5
IT,spinal cord,2014,6
IT,spinal cord,2015,1
IT,spinal cord,2016,18
IT,spinal cord,2017,42
IT,spinal cord,2018,50
IT,spinal cord,2019,66
IT,spinal cord,2020,115
IT,spinal cord,2021,165
IT,spinal cord,2022,201
IT,spinal cord,2023,32
IT,spleen,2015,1
IT,spleen,2016,3
IT,spleen,2017,12
IT,spleen,2018,21
IT,spleen,2019,42
IT,spleen,2020,38
IT,spleen,2021,71
IT,spleen,2022,68
IT,spleen,2023,5
IT,thymus,2016,2
IT,thymus,2017,5
IT,thymus,2018,17
IT,thymus,2019,30
IT,thymus,2020,47
IT,thymus,2021,65
IT,thymus,2022,52
IT,thymus,2023,10
IT,trachea,2015,4
IT,trachea,2016,2
IT,trachea,2017,11
IT,trachea,2018,21
IT,trachea,2019,22
IT,trachea,2020,20
IT,trachea,2021,63
IT,trachea,2022,48
IT,trachea,2023,20
IT,ureter,2014,3
IT,ureter,2016,2
IT,ureter,2017,2
IT,ureter,2018,8
IT,ureter,2019,29
IT,ureter,2020,28
IT,ureter,2021,58
IT,ureter,2022,63
IT,ureter,2023,13
IT,urinary bladder,2014,3
IT,urinary bladder,2015,4
IT,urinary bladder,2016,1
IT,urinary bladder,2017,12
IT,urinary bladder,2018,39
IT,urinary bladder,2019,55
IT,urinary bladder,2020,80
IT,urinary bladder,2021,105
IT,urinary bladder,2022,183
IT,urinary bladder,2023,23
IT,uterus,2014,2
IT,uterus,2015,1
IT,uterus,2017,3
IT,uterus,2018,10
IT,uterus,2019,20
IT,uterus,2020,26
IT,uterus,2021,30
IT,uterus,2022,20
IT,uterus,2023,28
JE,brain,2022,2
JE,lung,2022,2
JE,skin,2017,1
JE,skin,2022,1
JM,brain,2017,1
JM,brain,2020,1
JM,brain,2022,2
JM,eye,2019,1
JM,heart,2020,1
JM,heart,2022,1
JM,heart,2023,1
JM,kidney,2021,2
JM,liver,2019,3
JM,liver,2020,1
JM,liver,2021,3
JM,liver,2022,1
JM,lung,2022,1
JM,lung,2023,1
JM,prostate,2020,3
JM,prostate,2022,2
JM,skin,2018,1
JM,skin,2019,1
JM,skin,2020,2
JM,skin,2022,2
JM,skin,2023,1
JM,spinal cord,2020,1
JO,bone marrow,2017,1
JO,bone marrow,2018,3
JO,bone marrow,2019,1
JO,bone marrow,2021,1
JO,bone marrow,2022,1
JO,brain,2017,1
JO,brain,2018,2
JO,brain,2019,2
JO,brain,2020,10
JO,brain,2021,11
JO,brain,2022,19
JO,brain,2023,5
JO,eye,2019,1
JO,eye,2020,4
JO,eye,2021,5
JO,eye,2022,20
JO,heart,2017,3
JO,heart,2018,2
JO,heart,2019,6
JO,heart,2020,29
JO,heart,2021,14
JO,heart,2022,26
JO,heart,2023,7
JO,kidney,2017,2
JO,kidney,2018,6
JO,kidney,2019,18
JO,kidney,2020,16
JO,kidney,2021,14
JO,kidney,2022,8
JO,kidney,2023,7
JO,knee,2018,1
JO,knee,2019,1
JO,knee,2020,8
JO,knee,2021,6
JO,knee,2022,20
JO,knee,2023,3
JO,liver,2016,1
JO,liver,2017,5
JO,liver,2018,7
JO,liver,2019,15
JO,liver,2020,30
JO,liver,2021,47
JO,liver,2022,56
JO,liver,2023,4
JO,lung,2017,3
JO,lung,2018,1
JO,lung,2019,1
JO,lung,2020,11
JO,lung,2021,13
JO,lung,2022,22
JO,lung,2023,10
JO,lymph node,2019,1
JO,lymph node,2020,1
JO,lymph node,2021,3
JO,lymph node,2022,2
JO,ovary,2020,5
JO,ovary,2022,1
JO,pancreas,2018,1
JO,pancreas,2020,1
JO,pancreas,2021,2
JO,placenta,2016,1
JO,placenta,2021,4
JO,placenta,2022,7
JO,prostate,2017,1
JO,prostate,2018,1
JO,prostate,2019,4
JO,prostate,2020,5
JO,prostate,2021,7
JO,prostate,2022,9
JO,prostate,2023,1
JO,skeletal,2018,6
JO,skeletal,2019,1
JO,skeletal,2020,1
JO,skeletal,2021,5
JO,skeletal,2022,13
JO,skeletal,2023,1
JO,skin,2018,5
JO,skin,2019,7
JO,skin,2020,12
JO,skin,2021,10
JO,skin,2022,20
JO,skin,2023,16
JO,spinal cord,2017,1
JO,spinal cord,2021,3
JO,spinal cord,2022,2
JO,spleen,2020,2
JO,thymus,2019,1
JO,trachea,2017,1
JO,trachea,2020,2
JO,trachea,2021,1
JO,ureter,2019,1
JO,ureter,2020,2
JO,urinary bladder,2019,1
JO,urinary bladder,2020,2
JO,urinary bladder,2021,2
JO,urinary bladder,2022,4
JO,urinary bladder,2023,4
JP,blood vasculature,2020,3
JP,bone marrow,2014,1
JP,bone marrow,2015,2
JP,bone marrow,2016,13
JP,bone marrow,2017,43
JP,bone marrow,2018,97
JP,bone marrow,2019,128
JP,bone marrow,2020,116
JP,bone marrow,2021,204
JP,bone marrow,2022,155
JP,bone marrow,2023,74
JP,brain,2014,18
JP,brain,2015,28
JP,brain,2016,90
JP,brain,2017,298
JP,brain,2018,481
JP,brain,2019,635
JP,brain,2020,798
JP,brain,2021,999
JP,brain,2022,1210
JP,brain,2023,286
JP,eye,2014,7
JP,eye,2015,4
JP,eye,2016,14
JP,eye,2017,60
JP,eye,2018,115
JP,eye,2019,146
JP,eye,2020,181
JP,eye,2021,225
JP,eye,2022,301
JP,eye,2023,73
JP,fallopian tube,2014,1
JP,fallopian tube,2017,1
JP,fallopian tube,2018,6
JP,fallopian tube,2019,21
JP,fallopian tube,2020,19
JP,fallopian tube,2021,24
JP,fallopian tube,2022,47
JP,fallopian tube,2023,2
JP,heart,2014,5
JP,heart,2015,8
JP,heart,2016,29
JP,heart,2017,123
JP,heart,2018,234
JP,heart,2019,365
JP,heart,2020,582
JP,heart,2021,812
JP,heart,2022,1063
JP,heart,2023,348
JP,kidney,2012,1
JP,kidney,2014,9
JP,kidney,2015,3
JP,kidney,2016,21
JP,kidney,2017,153
JP,kidney,2018,320
JP,kidney,2019,423
JP,kidney,2020,535
JP,kidney,2021,783
JP,kidney,2022,1023
JP,kidney,2023,262
JP,knee,2014,7
JP,knee,2015,2
JP,knee,2016,4
JP,knee,2017,26
JP,knee,2018,49
JP,knee,2019,88
JP,knee,2020,107
JP,knee,2021,193
JP,knee,2022,296
JP,knee,2023,89
JP,large intestine,2018,1
JP,large intestine,2019,3
JP,large intestine,2020,1
JP,large intestine,2021,4
JP,large intestine,2022,10
JP,liver,2013,1
JP,liver,2014,22
JP,liver,2015,22
JP,liver,2016,47
JP,liver,2017,236
JP,liver,2018,443
JP,liver,2019,692
JP,liver,2020,1106
JP,liver,2021,1482
JP,liver,2022,1736
JP,liver,2023,539
JP,lung,2013,3
JP,lung,2014,10
JP,lung,2015,19
JP,lung,2016,37
JP,lung,2017,182
JP,lung,2018,372
JP,lung,2019,583
JP,lung,2020,832
JP,lung,2021,1164
JP,lung,2022,1498
JP,lung,2023,490
JP,lymph node,2014,3
JP,lymph node,2015,3
JP,lymph node,2016,22
JP,lymph node,2017,59
JP,lymph node,2018,137
JP,lymph node,2019,172
JP,lymph node,2020,267
JP,lymph node,2021,330
JP,lymph node,2022,450
JP,lymph node,2023,141
JP,main bronchus,2017,1
JP,main bronchus,2018,1
JP,main bronchus,2020,1
JP,main bronchus,2022,1
JP,main bronchus,2023,1
JP,muscular system,2018,6
JP,muscular system,2019,5
JP,muscular system,2020,10
JP,muscular system,2022,5
JP,ovary,2014,1
JP,ovary,2015,1
JP,ovary,2016,5
JP,ovary,2017,17
JP,ovary,2018,27
JP,ovary,2019,43
JP,ovary,2020,55
JP,ovary,2021,50
JP,ovary,2022,50
JP,ovary,2023,4
JP,pancreas,2014,2
JP,pancreas,2015,5
JP,pancreas,2016,7
JP,pancreas,2017,13
JP,pancreas,2018,41
JP,pancreas,2019,76
JP,pancreas,2020,127
JP,pancreas,2021,154
JP,pancreas,2022,185
JP,pancreas,2023,44
JP,pelvis,2016,3
JP,pelvis,2017,10
JP,pelvis,2018,16
JP,pelvis,2019,9
JP,pelvis,2020,37
JP,pelvis,2021,38
JP,pelvis,2022,78
JP,pelvis,2023,21
JP,peripheral nervous system,2014,1
JP,peripheral nervous system,2015,1
JP,peripheral nervous system,2017,5
JP,peripheral nervous system,2018,8
JP,peripheral nervous system,2019,15
JP,peripheral nervous system,2020,26
JP,peripheral nervous system,2021,39
JP,peripheral nervous system,2022,34
JP,peripheral nervous system,2023,8
JP,placenta,2014,1
JP,placenta,2015,1
JP,placenta,2016,7
JP,placenta,2017,26
JP,placenta,2018,23
JP,placenta,2019,45
JP,placenta,2020,53
JP,placenta,2021,98
JP,placenta,2022,162
JP,placenta,2023,38
JP,prostate,2014,2
JP,prostate,2015,2
JP,prostate,2016,6
JP,prostate,2017,41
JP,prostate,2018,80
JP,prostate,2019,131
JP,prostate,2020,176
JP,prostate,2021,257
JP,prostate,2022,380
JP,prostate,2023,162
JP,skeletal,2014,5
JP,skeletal,2015,8
JP,skeletal,2016,28
JP,skeletal,2017,102
JP,skeletal,2018,229
JP,skeletal,2019,298
JP,skeletal,2020,389
JP,skeletal,2021,631
JP,skeletal,2022,714
JP,skeletal,2023,169
JP,skin,2014,5
JP,skin,2015,7
JP,skin,2016,20
JP,skin,2017,113
JP,skin,2018,330
JP,skin,2019,446
JP,skin,2020,576
JP,skin,2021,697
JP,skin,2022,729
JP,skin,2023,242
JP,small intestine,2014,3
JP,small intestine,2015,1
JP,small intestine,2016,4
JP,small intestine,2017,18
JP,small intestine,2018,19
JP,small intestine,2019,37
JP,small intestine,2020,45
JP,small intestine,2021,74
JP,small intestine,2022,48
JP,small intestine,2023,19
JP,spinal cord,2014,3
JP,spinal cord,2015,6
JP,spinal cord,2016,11
JP,spinal cord,2017,46
JP,spinal cord,2018,78
JP,spinal cord,2019,96
JP,spinal cord,2020,111
JP,spinal cord,2021,156
JP,spinal cord,2022,197
JP,spinal cord,2023,63
JP,spleen,2014,4
JP,spleen,2015,1
JP,spleen,2016,2
JP,spleen,2017,24
JP,spleen,2018,30
JP,spleen,2019,37
JP,spleen,2020,44
JP,spleen,2021,46
JP,spleen,2022,53
JP,spleen,2023,21
JP,thymus,2015,2
JP,thymus,2016,10
JP,thymus,2017,8
JP,thymus,2018,31
JP,thymus,2019,45
JP,thymus,2020,41
JP,thymus,2021,40
JP,thymus,2022,105
JP,thymus,2023,9
JP,trachea,2016,8
JP,trachea,2017,16
JP,trachea,2018,21
JP,trachea,2019,48
JP,trachea,2020,63
JP,trachea,2021,67
JP,trachea,2022,103
JP,trachea,2023,5
JP,ureter,2014,2
JP,ureter,2016,3
JP,ureter,2017,7
JP,ureter,2018,21
JP,ureter,2019,40
JP,ureter,2020,47
JP,ureter,2021,64
JP,ureter,2022,117
JP,ureter,2023,38
JP,urinary bladder,2015,1
JP,urinary bladder,2016,8
JP,urinary bladder,2017,35
JP,urinary bladder,2018,64
JP,urinary bladder,2019,92
JP,urinary bladder,2020,120
JP,urinary bladder,2021,182
JP,urinary bladder,2022,252
JP,urinary bladder,2023,81
JP,uterus,2016,4
JP,uterus,2017,12
JP,uterus,2018,10
JP,uterus,2019,27
JP,uterus,2020,37
JP,uterus,2021,36
JP,uterus,2022,35
JP,uterus,2023,21
KE,brain,2018,1
KE,brain,2019,2
KE,brain,2020,3
KE,brain,2021,5
KE,brain,2022,2
KE,brain,2023,1
KE,eye,2014,1
KE,eye,2016,1
KE,eye,2017,2
KE,eye,2020,1
KE,eye,2023,3
KE,fallopian tube,2021,1
KE,heart,2017,1
KE,heart,2019,2
KE,heart,2020,2
KE,heart,2021,5
KE,heart,2022,3
KE,kidney,2018,1
KE,kidney,2019,1
KE,kidney,2020,3
KE,kidney,2021,3
KE,kidney,2022,4
KE,kidney,2023,1
KE,liver,2016,2
KE,liver,2017,6
KE,liver,2018,8
KE,liver,2019,21
KE,liver,2020,27
KE,liver,2021,35
KE,liver,2022,20
KE,liver,2023,4
KE,lung,2018,1
KE,lung,2019,1
KE,lung,2020,1
KE,lung,2021,4
KE,lung,2022,3
KE,lung,2023,1
KE,pancreas,2021,1
KE,placenta,2017,1
KE,placenta,2021,1
KE,placenta,2022,6
KE,prostate,2020,1
KE,prostate,2022,4
KE,skeletal,2016,1
KE,skeletal,2020,1
KE,skeletal,2021,1
KE,skeletal,2022,1
KE,skin,2018,2
KE,skin,2020,2
KE,skin,2021,3
KE,small intestine,2019,2
KE,spleen,2020,1
KE,trachea,2019,1
KE,uterus,2017,1
KG,brain,2021,4
KG,brain,2022,3
KG,brain,2023,1
KG,fallopian tube,2019,1
KG,heart,2022,5
KG,kidney,2020,1
KG,kidney,2022,1
KG,liver,2020,1
KG,liver,2023,3
KG,lung,2021,3
KG,lung,2022,7
KG,ovary,2020,1
KG,ovary,2022,1
KG,skin,2018,1
KG,skin,2022,1
KH,bone marrow,2019,1
KH,bone marrow,2021,2
KH,bone marrow,2022,1
KH,brain,2016,1
KH,brain,2017,1
KH,brain,2019,2
KH,brain,2020,2
KH,brain,2021,6
KH,brain,2022,1
KH,eye,2018,2
KH,eye,2019,1
KH,eye,2020,1
KH,eye,2021,2
KH,eye,2022,3
KH,eye,2023,1
KH,heart,2018,2
KH,heart,2019,3
KH,heart,2020,4
KH,heart,2021,6
KH,heart,2022,6
KH,heart,2023,4
KH,kidney,2016,1
KH,kidney,2017,1
KH,kidney,2018,1
KH,kidney,2019,3
KH,kidney,2020,2
KH,kidney,2021,4
KH,kidney,2022,7
KH,kidney,2023,2
KH,knee,2020,1
KH,knee,2022,2
KH,liver,2015,1
KH,liver,2019,4
KH,liver,2020,1
KH,liver,2021,3
KH,liver,2022,12
KH,liver,2023,2
KH,lung,2017,1
KH,lung,2019,2
KH,lung,2020,1
KH,lung,2021,4
KH,lung,2022,4
KH,lymph node,2019,1
KH,lymph node,2020,1
KH,lymph node,2021,4
KH,lymph node,2022,1
KH,lymph node,2023,1
KH,ovary,2020,1
KH,ovary,2022,1
KH,pancreas,2020,1
KH,pelvis,2022,2
KH,prostate,2019,1
KH,prostate,2020,1
KH,prostate,2021,2
KH,prostate,2022,1
KH,skeletal,2016,1
KH,skeletal,2020,1
KH,skin,2019,1
KH,skin,2020,2
KH,skin,2021,4
KH,skin,2022,1
KH,spinal cord,2022,1
KH,trachea,2021,1
KH,trachea,2022,4
KH,ureter,2021,1
KH,ureter,2022,1
KH,urinary bladder,2018,1
KH,urinary bladder,2019,1
KN,bone marrow,2017,1
KN,bone marrow,2020,1
KN,bone marrow,2021,1
KN,brain,2018,1
KN,brain,2021,2
KN,brain,2022,1
KN,heart,2022,1
KN,kidney,2018,2
KN,liver,2018,1
KN,liver,2021,4
KN,liver,2022,4
KN,liver,2023,1
KN,lung,2023,1
KN,lymph node,2020,1
KN,ovary,2022,1
KN,pancreas,2021,1
KN,skeletal,2019,2
KN,skeletal,2020,1
KN,skeletal,2022,1
KN,skeletal,2023,1
KN,skin,2018,1
KN,skin,2020,1
KN,uterus,2022,1
KR,bone marrow,2014,7
KR,bone marrow,2015,5
KR,bone marrow,2016,10
KR,bone marrow,2017,31
KR,bone marrow,2018,26
KR,bone marrow,2019,64
KR,bone marrow,2020,101
KR,bone marrow,2021,138
KR,bone marrow,2022,88
KR,bone marrow,2023,9
KR,brain,2012,1
KR,brain,2014,41
KR,brain,2015,50
KR,brain,2016,103
KR,brain,2017,301
KR,brain,2018,392
KR,brain,2019,508
KR,brain,2020,831
KR,brain,2021,1017
KR,brain,2022,1032
KR,brain,2023,326
KR,eye,2008,1
KR,eye,2014,2
KR,eye,2015,2
KR,eye,2016,23
KR,eye,2017,35
KR,eye,2018,72
KR,eye,2019,121
KR,eye,2020,135
KR,eye,2021,228
KR,eye,2022,246
KR,eye,2023,49
KR,fallopian tube,2016,7
KR,fallopian tube,2017,18
KR,fallopian tube,2018,14
KR,fallopian tube,2020,15
KR,fallopian tube,2021,6
KR,fallopian tube,2022,6
KR,fallopian tube,2023,4
KR,heart,2014,34
KR,heart,2015,50
KR,heart,2016,76
KR,heart,2017,186
KR,heart,2018,212
KR,heart,2019,394
KR,heart,2020,545
KR,heart,2021,614
KR,heart,2022,662
KR,heart,2023,190
KR,kidney,2014,51
KR,kidney,2015,28
KR,kidney,2016,112
KR,kidney,2017,194
KR,kidney,2018,270
KR,kidney,2019,455
KR,kidney,2020,644
KR,kidney,2021,605
KR,kidney,2022,747
KR,kidney,2023,187
KR,knee,2014,6
KR,knee,2015,3
KR,knee,2016,18
KR,knee,2017,22
KR,knee,2018,59
KR,knee,2019,85
KR,knee,2020,134
KR,knee,2021,180
KR,knee,2022,178
KR,knee,2023,69
KR,large intestine,2017,1
KR,large intestine,2018,1
KR,large intestine,2021,3
