iri,pref_label,type
http://identifiers.org/hgnc/3559,Fatty acid binding protein 4,BM
http://identifiers.org/hgnc/6895,MARCO,BM
http://identifiers.org/hgnc/9236,PPARG,BM
http://identifiers.org/hgnc/2440,CSH1,BM
http://identifiers.org/hgnc/9591,PTGDR,BM
http://identifiers.org/hgnc/4191,Glucagon,BM
http://identifiers.org/hgnc/38,ABCA8,BM
http://identifiers.org/hgnc/21569,THEMIS,BM
http://identifiers.org/hgnc/13993,PRDM8,BM
http://identifiers.org/hgnc/20754,TRPC7,BM
http://identifiers.org/hgnc/206,ADAM28,BM
http://identifiers.org/hgnc/9495,PRTN3,BM
http://identifiers.org/hgnc/24029,inhibin subunit beta E,BM
http://identifiers.org/hgnc/14558,CLEC7A,BM
http://identifiers.org/hgnc/23631,NPSR1,BM
http://identifiers.org/hgnc/48639,LINC00943,BM
http://identifiers.org/hgnc/44222,NR2F2-AS1,BM
http://identifiers.org/hgnc/27823,LINC02153,BM
http://identifiers.org/hgnc/9221,POU5F1,BM
http://identifiers.org/hgnc/28020,WDR86,BM
http://identifiers.org/hgnc/8831,PENK,BM
http://identifiers.org/hgnc/6714,LTBP1,BM
http://identifiers.org/hgnc/6562,LGALS2,BM
http://identifiers.org/hgnc/4947,HLA-DRA,BM
http://identifiers.org/hgnc/14399,CPVL,BM
http://identifiers.org/hgnc/11027,SLC4A1,BM
http://identifiers.org/hgnc/11027,AE1/AE3,BM
http://identifiers.org/hgnc/2185,Type X Collagen,BM
http://identifiers.org/hgnc/2185,COL10A1: collagen type X alpha 1 chain,BM
http://identifiers.org/hgnc/5114,HOXB3,BM
http://identifiers.org/hgnc/14678,KCTD12,BM
http://identifiers.org/hgnc/1709,CD9,BM
http://identifiers.org/hgnc/1709,CD9 molecule,BM
http://identifiers.org/hgnc/10827,SH3BP5,BM
http://identifiers.org/hgnc/7955,NPY,BM
http://identifiers.org/hgnc/7955,neuropeptide Y,BM
http://identifiers.org/hgnc/29426,CCBE1,BM
http://identifiers.org/hgnc/10972,SLC22A8,BM
http://identifiers.org/hgnc/26308,CDHR3,BM
http://identifiers.org/hgnc/8651,PCBP3,BM
http://identifiers.org/hgnc/4394,GNAT2,BM
http://identifiers.org/hgnc/8968,PIGR,BM
http://identifiers.org/hgnc/12261,TRDN,BM
http://identifiers.org/hgnc/2521,Chymotrypsinogen B1,BM
http://identifiers.org/hgnc/4605,GRP,BM
http://identifiers.org/hgnc/9721,PYCR1,BM
http://identifiers.org/hgnc/958,BATF,BM
http://identifiers.org/hgnc/1063,BLVRB,BM
http://identifiers.org/hgnc/27287,GRAMD2A,BM
http://identifiers.org/hgnc/18374,HPSE2,BM
http://identifiers.org/hgnc/19719,LGR6,BM
http://identifiers.org/hgnc/27363,ITPRID1,BM
http://identifiers.org/hgnc/42700,OBI1-AS1,BM
http://identifiers.org/hgnc/8239,OR2B4P,BM
http://identifiers.org/hgnc/11801,THY1,BM
http://identifiers.org/hgnc/11801,CD90,BM
http://identifiers.org/hgnc/11801,Thy-1 cell surface antigen,BM
http://identifiers.org/hgnc/1681,CD44,BM
http://identifiers.org/hgnc/3349,ENG,BM
http://identifiers.org/hgnc/3349,CD105,BM
http://identifiers.org/hgnc/3349,endoglin,BM
http://identifiers.org/hgnc/13394,NPHS2,BM
http://identifiers.org/hgnc/11632,TCF21,BM
http://identifiers.org/hgnc/10575,SCG2,BM
http://identifiers.org/hgnc/10575,secretogranin II,BM
http://identifiers.org/hgnc/30506,PLEKHH2,BM
http://identifiers.org/hgnc/4620,GSN,BM
http://identifiers.org/hgnc/8803,PDGFRA,BM
http://identifiers.org/hgnc/8803,PDGFRalpha+,BM
