s_iri,relationship,t_iri
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma3823
http://purl.obolibrary.org/obo/CL_0009018,located_in,http://purl.obolibrary.org/obo/UBERON_0001157
http://identifiers.org/hgnc/11529,characterize,http://purl.obolibrary.org/obo/CL_0000158
http://purl.obolibrary.org/obo/CL_0000057,located_in,https://purl.org/ccf/ASCTB-TEMP_medial-proper-plantar-digital-artery-of-third-digit-of-foot
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma3840
http://identifiers.org/hgnc/18864,characterize,https://purl.org/ccf/ASCTB-TEMP_thex445
http://identifiers.org/hgnc/2389,characterize,http://purl.obolibrary.org/obo/CL_4030013
http://purl.obolibrary.org/obo/CL_3000002,located_in,http://purl.obolibrary.org/obo/UBERON_0003846
http://purl.obolibrary.org/obo/CL_0001035,located_in,http://purl.obolibrary.org/obo/UBERON_0001428
http://purl.obolibrary.org/obo/CL_1001005,located_in,http://purl.obolibrary.org/obo/UBERON_0000074
http://purl.obolibrary.org/obo/CL_0002543,located_in,http://purl.org/sig/ont/fma/fma14296
http://purl.obolibrary.org/obo/CL_0001035,located_in,http://purl.obolibrary.org/obo/UBERON_0004314
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma0327481
http://purl.obolibrary.org/obo/CL_1000326,located_in,https://purl.org/ccf/ASCTB-TEMP_mucosa
http://purl.obolibrary.org/obo/CL_0009074,located_in,http://purl.obolibrary.org/obo/UBERON_0005483
http://identifiers.org/hgnc/7154,characterize,http://purl.obolibrary.org/obo/CL_0002255
https://purl.org/ccf/ASCTB-TEMP_cd7,characterize,https://purl.org/ccf/ASCTB-TEMP_cd8-t
http://identifiers.org/hgnc/613,characterize,http://purl.obolibrary.org/obo/CL_0000876
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.obolibrary.org/obo/UBERON_0010251
http://purl.obolibrary.org/obo/CL_0000034,located_in,http://purl.obolibrary.org/obo/UBERON_0000320
http://purl.obolibrary.org/obo/PCL_0015037,located_in,http://purl.obolibrary.org/obo/UBERON_0016525
http://identifiers.org/hgnc/6436,characterize,http://purl.obolibrary.org/obo/CL_0000146
http://purl.obolibrary.org/obo/UBERON_0015173,part_of,https://purl.org/ccf/ASCTB-TEMP_left-anterior-fundus-of-uterus
http://purl.obolibrary.org/obo/CL_1001474,located_in,http://purl.obolibrary.org/obo/UBERON_0000956
https://purl.org/ccf/ASCTB-TEMP_base-of-third-proximal-phalanx-of-foot,part_of,http://purl.obolibrary.org/obo/UBERON_0004334
http://purl.org/sig/ont/fma/fma6204,part_of,http://purl.obolibrary.org/obo/UBERON_0001884
http://purl.obolibrary.org/obo/CL_0000071,located_in,https://purl.org/ccf/ASCTB-TEMP_middle-internal-frontal-artery
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.obolibrary.org/obo/UBERON_0019264
http://purl.obolibrary.org/obo/UBERON_0013485,part_of,http://purl.obolibrary.org/obo/UBERON_0004989
http://purl.obolibrary.org/obo/CL_0000874,located_in,http://purl.obolibrary.org/obo/UBERON_1000023
http://purl.obolibrary.org/obo/UBERON_0009990,part_of,http://purl.obolibrary.org/obo/UBERON_0000979
https://purl.org/ccf/ASCTB-TEMP_mmb333,is_a,http://purl.obolibrary.org/obo/CL_4023074
https://purl.org/ccf/ASCTB-TEMP_uterine-natural-killer-cell,located_in,http://purl.org/sig/ont/fma/fma17561
http://identifiers.org/hgnc/4525,characterize,https://purl.org/ccf/ASCTB-TEMP_splat388
http://identifiers.org/hgnc/1693,characterize,https://purl.org/ccf/ASCTB-TEMP_alveolar-macrophage-proliferating
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma10651
https://purl.org/ccf/ASCTB-TEMP_lateral-head-of-triceps-brachii-muscle,part_of,http://purl.obolibrary.org/obo/UBERON_0001509
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.obolibrary.org/obo/UBERON_0002094
http://identifiers.org/hgnc/1697,characterize,http://purl.obolibrary.org/obo/CL_1000489
http://purl.obolibrary.org/obo/PCL_0015111,located_in,http://purl.obolibrary.org/obo/UBERON_0016525
http://purl.obolibrary.org/obo/CL_1000413,located_in,http://purl.org/sig/ont/fma/fma71675
http://purl.obolibrary.org/obo/CL_0000818,located_in,http://purl.obolibrary.org/obo/UBERON_0001251
http://identifiers.org/hgnc/1677,characterize,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma52572
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma44830
https://purl.org/ccf/ASCTB-TEMP_muscle-layer-of-oviduct-isthmus,part_of,https://purl.org/ccf/ASCTB-TEMP_wall-of-fallopian-tube-isthmus
https://purl.org/ccf/ASCTB-TEMP_lipofibroblast-cell-of-ureter,is_a,http://purl.obolibrary.org/obo/CL_1000708
http://purl.org/sig/ont/fma/fma50631,part_of,http://purl.obolibrary.org/obo/UBERON_0001636
http://purl.obolibrary.org/obo/PCL_0015057,located_in,http://purl.obolibrary.org/obo/UBERON_0001384
http://identifiers.org/hgnc/9666,characterize,http://purl.obolibrary.org/obo/CL_0000050
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma10641
https://purl.org/ccf/ASCTB-TEMP_trigeminal-impression-of-petrous-part-of-temporal-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0001678
https://purl.org/ccf/ASCTB-TEMP_rp11-370k2-1,characterize,https://purl.org/ccf/ASCTB-TEMP_ulit130
http://identifiers.org/hgnc/20707,characterize,https://purl.org/ccf/ASCTB-TEMP_cop41
http://identifiers.org/hgnc/12556,characterize,http://purl.obolibrary.org/obo/CL_0000809
http://purl.obolibrary.org/obo/UBERON_0001157,part_of,http://purl.obolibrary.org/obo/UBERON_0000059
http://identifiers.org/hgnc/4948,characterize,http://purl.obolibrary.org/obo/CL_0000071
http://purl.obolibrary.org/obo/CL_1000413,located_in,http://purl.org/sig/ont/fma/fma8646
http://purl.obolibrary.org/obo/CL_0000057,located_in,https://purl.org/ccf/ASCTB-TEMP_dorsal-meningeal-artery
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma69587
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma8819
http://purl.obolibrary.org/obo/UBERON_0002477,part_of,http://purl.obolibrary.org/obo/UBERON_0010011
https://purl.org/ccf/ASCTB-TEMP_inferior-articular-process-of-eleventh-thoracic-vertebra,part_of,http://purl.obolibrary.org/obo/UBERON_0004635
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_inferior-costal-facet-of-third-thoracic-vertebra
http://identifiers.org/hgnc/613,characterize,https://purl.org/ccf/ASCTB-TEMP_astro60
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.obolibrary.org/obo/UBERON_0001648
http://identifiers.org/hgnc/6413,characterize,https://purl.org/ccf/ASCTB-TEMP_keratinocyte-onychocyte
https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-eleventh-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004610
http://purl.obolibrary.org/obo/CL_0002543,located_in,https://purl.org/ccf/ASCTB-TEMP_small-thyroid-vein
http://purl.obolibrary.org/obo/PCL_0015023,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
https://purl.org/ccf/ASCTB-TEMP_splat354,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://identifiers.org/hgnc/3619,characterize,http://purl.obolibrary.org/obo/CL_0000798
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma49631
http://purl.obolibrary.org/obo/UBERON_0001811,part_of,http://purl.obolibrary.org/obo/UBERON_0000970
http://purl.obolibrary.org/obo/UBERON_0015160,part_of,http://purl.obolibrary.org/obo/UBERON_0001619
https://purl.org/ccf/ASCTB-TEMP_msn212,located_in,http://purl.obolibrary.org/obo/UBERON_0019264
http://purl.obolibrary.org/obo/UBERON_0001138,part_of,http://purl.obolibrary.org/obo/UBERON_0001639
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_vertebral-foramen-of-fifth-cervical-vertebra
http://identifiers.org/hgnc/26511,characterize,http://purl.obolibrary.org/obo/CL_0009078
http://purl.obolibrary.org/obo/CL_0000057,located_in,https://purl.org/ccf/ASCTB-TEMP_dorsal-branch-of-medial-proper-palmar-digital-artery-of-fifth-digit-of-hand
http://purl.obolibrary.org/obo/CL_0002306,located_in,http://purl.obolibrary.org/obo/UBERON_0004134
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.obolibrary.org/obo/UBERON_0001657
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.obolibrary.org/obo/UBERON_0008321
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_base-of-fourth-metacarpal-bone
http://identifiers.org/hgnc/8804,characterize,http://purl.obolibrary.org/obo/CL_0000632
https://purl.org/ccf/ASCTB-TEMP_stroma-type-iii-cell,located_in,https://purl.org/ccf/ASCTB-TEMP_medial-inferior-mesenteric-ovary
http://purl.obolibrary.org/obo/PCL_0015037,located_in,http://purl.obolibrary.org/obo/UBERON_0019264
https://purl.org/ccf/ASCTB-TEMP_natural-killer-cell,located_in,https://purl.org/ccf/ASCTB-TEMP_intramural-segment-of-fallopian-tube
http://purl.obolibrary.org/obo/UBERON_0004615,part_of,http://purl.obolibrary.org/obo/UBERON_0002413
http://identifiers.org/hgnc/4092,characterize,http://purl.obolibrary.org/obo/CL_0000561
https://purl.org/ccf/ASCTB-TEMP_cge288,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
https://purl.org/ccf/ASCTB-TEMP_respiratory-suprabasal-cell,located_in,http://purl.obolibrary.org/obo/UBERON_0007196
http://purl.obolibrary.org/obo/CL_0000188,located_in,http://purl.obolibrary.org/obo/UBERON_0001122
http://purl.obolibrary.org/obo/PCL_0015081,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
https://purl.org/ccf/ASCTB-TEMP_posterior-clinoid-process-of-sphenoid-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0001677
http://purl.obolibrary.org/obo/CL_0001203,located_in,http://purl.obolibrary.org/obo/UBERON_0002107
https://purl.org/ccf/ASCTB-TEMP_msn212,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://purl.org/sig/ont/fma/fma8610,part_of,http://purl.org/sig/ont/fma/fma6309
http://purl.obolibrary.org/obo/CL_1001433,located_in,http://purl.obolibrary.org/obo/UBERON_0000017
http://identifiers.org/hgnc/7596,characterize,https://purl.org/ccf/ASCTB-TEMP_mmb332
https://purl.org/ccf/ASCTB-TEMP_ulit126,is_a,http://purl.obolibrary.org/obo/CL_4023008
http://identifiers.org/hgnc/10720,characterize,http://purl.obolibrary.org/obo/CL_0000914
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.obolibrary.org/obo/UBERON_0001616
http://purl.obolibrary.org/obo/CL_0000669,located_in,http://purl.obolibrary.org/obo/UBERON_0000029
http://purl.obolibrary.org/obo/CL_4033007,located_in,http://purl.obolibrary.org/obo/UBERON_0000065
http://identifiers.org/hgnc/6134,characterize,http://purl.obolibrary.org/obo/CL_0000909
http://identifiers.org/hgnc/60,characterize,http://purl.obolibrary.org/obo/CL_0000669
https://purl.org/ccf/ASCTB-TEMP_ctc-535m15-2,characterize,https://purl.org/ccf/ASCTB-TEMP_misc178
http://purl.obolibrary.org/obo/CL_4023068,is_a,http://purl.obolibrary.org/obo/CL_0000000
http://purl.obolibrary.org/obo/UBERON_0004989,part_of,http://purl.obolibrary.org/obo/UBERON_0001154
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma23119
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma44897
https://purl.org/ccf/ASCTB-TEMP_dg203,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
http://purl.obolibrary.org/obo/CL_0009018,located_in,http://purl.obolibrary.org/obo/UBERON_0003329
http://purl.obolibrary.org/obo/UBERON_0001410,part_of,http://purl.obolibrary.org/obo/UBERON_0006564
http://identifiers.org/hgnc/19090,characterize,https://purl.org/ccf/ASCTB-TEMP_splat387
http://purl.obolibrary.org/obo/CL_0000188,located_in,https://purl.org/ccf/ASCTB-TEMP_superficial-transverse-perineal-muscle
http://identifiers.org/hgnc/15879,characterize,http://purl.obolibrary.org/obo/CL_0000050
http://purl.obolibrary.org/obo/CL_0000972,located_in,http://purl.obolibrary.org/obo/UBERON_0010401
http://purl.obolibrary.org/obo/PCL_0015086,located_in,http://purl.obolibrary.org/obo/UBERON_0019264
http://identifiers.org/hgnc/3619,characterize,http://purl.obolibrary.org/obo/CL_0001058
http://identifiers.org/hgnc/9666,characterize,http://purl.obolibrary.org/obo/CL_0000764
http://identifiers.org/hgnc/1911,characterize,http://purl.obolibrary.org/obo/CL_0000240
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma6172
https://purl.org/ccf/ASCTB-TEMP_ca13180,located_in,http://purl.obolibrary.org/obo/UBERON_0002600
http://purl.org/sig/ont/fma/fma82654,part_of,http://purl.org/sig/ont/fma/fma53365
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_shaft-of-first-proximal-phalanx-of-hand
http://purl.obolibrary.org/obo/UBERON_0001482,part_of,http://purl.obolibrary.org/obo/UBERON_0002426
http://purl.obolibrary.org/obo/CL_0000648,located_in,http://purl.obolibrary.org/obo/UBERON_0003517
http://identifiers.org/hgnc/9957,characterize,https://purl.org/ccf/ASCTB-TEMP_midi433
http://identifiers.org/hgnc/1662,characterize,http://purl.obolibrary.org/obo/CL_2000053
http://identifiers.org/hgnc/5464,characterize,http://purl.obolibrary.org/obo/CL_0000540
http://purl.obolibrary.org/obo/CL_0000146,located_in,http://purl.obolibrary.org/obo/UBERON_0000059
https://purl.org/ccf/ASCTB-TEMP_dlit145,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
https://purl.org/ccf/ASCTB-TEMP_thex457,is_a,http://purl.obolibrary.org/obo/CL_4023068
http://identifiers.org/hgnc/44222,characterize,https://purl.org/ccf/ASCTB-TEMP_amex419
https://purl.org/ccf/ASCTB-TEMP_subthalamic-nucleus-subthalamus-,part_of,https://purl.org/ccf/ASCTB-TEMP_thalamus
http://purl.obolibrary.org/obo/PCL_0015089,located_in,http://purl.obolibrary.org/obo/UBERON_0016525
http://purl.obolibrary.org/obo/CL_0000359,located_in,https://purl.org/ccf/ASCTB-TEMP_medial-lenticulostriate-artery
https://purl.org/ccf/ASCTB-TEMP_m2-like-macrophage,located_in,http://purl.obolibrary.org/obo/UBERON_0001069
http://purl.obolibrary.org/obo/CL_0017004,located_in,http://purl.org/sig/ont/fma/fma9535
http://purl.obolibrary.org/obo/UBERON_0005304,part_of,http://purl.obolibrary.org/obo/UBERON_0003329
http://purl.obolibrary.org/obo/CL_0000669,located_in,http://purl.obolibrary.org/obo/UBERON_0001465
http://identifiers.org/hgnc/3559,characterize,https://purl.org/ccf/ASCTB-TEMP_alveolar-macrophage-ccl3
https://purl.org/ccf/ASCTB-TEMP_lymphatic,located_in,http://purl.org/sig/ont/fma/fma14966
http://purl.org/sig/ont/fma/fma8640,part_of,http://purl.org/sig/ont/fma/fma9284
http://purl.obolibrary.org/obo/CL_0000545,located_in,http://purl.obolibrary.org/obo/UBERON_0000059
http://identifiers.org/hgnc/13542,characterize,https://purl.org/ccf/ASCTB-TEMP_ca13189
http://identifiers.org/hgnc/49024,characterize,https://purl.org/ccf/ASCTB-TEMP_splat341
http://identifiers.org/hgnc/1631,characterize,http://purl.obolibrary.org/obo/CL_3000001
http://purl.obolibrary.org/obo/CL_0000186,located_in,http://purl.obolibrary.org/obo/UBERON_0000569
https://purl.org/ccf/ASCTB-TEMP_sox9-epithelial-cell,is_a,http://purl.obolibrary.org/obo/CL_0000000
http://identifiers.org/hgnc/4172,characterize,https://purl.org/ccf/ASCTB-TEMP_splat361
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma45307
http://identifiers.org/hgnc/10630,characterize,http://purl.obolibrary.org/obo/CL_0001050
http://identifiers.org/hgnc/2252,characterize,http://purl.obolibrary.org/obo/CL_0000784
https://purl.org/ccf/ASCTB-TEMP_splat345,is_a,http://purl.obolibrary.org/obo/CL_0000540
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-third-thoracic-vertebra
https://purl.org/ccf/ASCTB-TEMP_low-columnar-epithelial-cell,located_in,http://purl.obolibrary.org/obo/UBERON_0001069
http://purl.obolibrary.org/obo/CL_0000546,located_in,http://purl.obolibrary.org/obo/UBERON_0002006
https://purl.org/ccf/ASCTB-TEMP_col6a1,characterize,http://purl.obolibrary.org/obo/CL_0000057
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma10657
http://purl.obolibrary.org/obo/CL_0000798,located_in,http://purl.obolibrary.org/obo/UBERON_0002006
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma49644
http://identifiers.org/hgnc/19718,characterize,https://purl.org/ccf/ASCTB-TEMP_emsn231
http://purl.obolibrary.org/obo/UBERON_0012373,part_of,http://purl.obolibrary.org/obo/UBERON_0010401
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.obolibrary.org/obo/UBERON_0014773
https://purl.org/ccf/ASCTB-TEMP_ganglion,located_in,http://purl.obolibrary.org/obo/UBERON_0003329
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma49561
http://purl.obolibrary.org/obo/CL_0001035,located_in,http://purl.obolibrary.org/obo/UBERON_0010757
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.obolibrary.org/obo/UBERON_0001182
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.obolibrary.org/obo/UBERON_0010401
http://purl.obolibrary.org/obo/CL_1000715,located_in,http://purl.obolibrary.org/obo/UBERON_0004100
http://purl.obolibrary.org/obo/CL_0002144,located_in,https://purl.org/ccf/ASCTB-TEMP_segmental-branch-of-lobar-artery-of-spleen
http://purl.obolibrary.org/obo/CL_0000815,located_in,http://purl.obolibrary.org/obo/UBERON_8410075
http://identifiers.org/hgnc/281,characterize,https://purl.org/ccf/ASCTB-TEMP_vascular-smooth-muscle-cell-of-ureter
http://purl.obolibrary.org/obo/CL_0000875,located_in,http://purl.obolibrary.org/obo/UBERON_0001558
http://purl.obolibrary.org/obo/CL_4033022,located_in,http://purl.obolibrary.org/obo/UBERON_0002182
http://purl.obolibrary.org/obo/CL_0000071,located_in,https://purl.org/ccf/ASCTB-TEMP_secondary-capillary-plexus-of-anterior-pituitary-gland
http://purl.obolibrary.org/obo/CL_0000359,located_in,https://purl.org/ccf/ASCTB-TEMP_posterior-internal-frontal-artery
https://purl.org/ccf/ASCTB-TEMP_luminal-epithelial-cell,located_in,https://purl.org/ccf/ASCTB-TEMP_central-posterior-lower-uterine-segment
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.org/sig/ont/fma/fma22755
http://purl.obolibrary.org/obo/CL_1000413,located_in,http://purl.org/sig/ont/fma/fma0323597
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma4634
http://purl.org/sig/ont/fma/fma22761,part_of,http://purl.obolibrary.org/obo/UBERON_0001404
https://purl.org/ccf/ASCTB-TEMP_cge283,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://purl.obolibrary.org/obo/CL_0009089,located_in,http://purl.obolibrary.org/obo/UBERON_0001004
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.obolibrary.org/obo/UBERON_0001191
http://identifiers.org/hgnc/130,characterize,https://purl.org/ccf/ASCTB-TEMP_splenic-smooth-muscle-cell
http://identifiers.org/hgnc/8831,characterize,https://purl.org/ccf/ASCTB-TEMP_msn208
http://purl.obolibrary.org/obo/CL_0019018,located_in,http://purl.obolibrary.org/obo/UBERON_0012418
http://purl.org/sig/ont/fma/fma44956,part_of,http://purl.obolibrary.org/obo/UBERON_0001492
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma3994
https://purl.org/ccf/ASCTB-TEMP_splat387,is_a,http://purl.obolibrary.org/obo/CL_0000540
http://purl.obolibrary.org/obo/CL_1001431,located_in,http://purl.obolibrary.org/obo/UBERON_0002113
http://purl.obolibrary.org/obo/CL_0000794,located_in,http://purl.obolibrary.org/obo/UBERON_0001960
http://purl.obolibrary.org/obo/UBERON_8600013,part_of,http://purl.obolibrary.org/obo/UBERON_8410043
http://identifiers.org/hgnc/8038,characterize,https://purl.org/ccf/ASCTB-TEMP_ca4191
http://purl.obolibrary.org/obo/UBERON_0036300,part_of,http://purl.obolibrary.org/obo/UBERON_0001673
https://purl.org/ccf/ASCTB-TEMP_rp11-38b6-1,characterize,https://purl.org/ccf/ASCTB-TEMP_oligo48
http://purl.obolibrary.org/obo/CL_1000413,located_in,http://purl.obolibrary.org/obo/UBERON_0001553
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.obolibrary.org/obo/UBERON_0001540
https://purl.org/ccf/ASCTB-TEMP_posterior-internal-frontal-artery,part_of,http://purl.obolibrary.org/obo/UBERON_0001624
http://purl.obolibrary.org/obo/UBERON_0001683,part_of,http://purl.obolibrary.org/obo/UBERON_0008895
http://purl.obolibrary.org/obo/CL_1000718,located_in,http://purl.obolibrary.org/obo/UBERON_0000362
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_vertebral-foramen-of-seventh-thoracic-vertebra
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.obolibrary.org/obo/UBERON_0007150
http://identifiers.org/hgnc/35454,characterize,http://purl.obolibrary.org/obo/CL_4028003
https://purl.org/ccf/ASCTB-TEMP_stroma-type-i-cell,located_in,https://purl.org/ccf/ASCTB-TEMP_lateral-superior-antimesenteric-ovary
http://purl.obolibrary.org/obo/CL_0000188,located_in,http://purl.obolibrary.org/obo/UBERON_0002383
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma18849
https://purl.org/ccf/ASCTB-TEMP_loc105377703,characterize,http://purl.obolibrary.org/obo/PCL_0015090
http://purl.obolibrary.org/obo/CL_0000914,located_in,http://purl.obolibrary.org/obo/UBERON_0002094
http://identifiers.org/hgnc/10249,characterize,http://purl.obolibrary.org/obo/CL_1000742
http://identifiers.org/hgnc/3619,characterize,http://purl.obolibrary.org/obo/CL_0000938
https://purl.org/ccf/ASCTB-TEMP_palmar-carpal-arterial-arch,part_of,http://purl.org/sig/ont/fma/fma22750
https://purl.org/ccf/ASCTB-TEMP_intermediate-cell-of-bladder-urothelium,is_a,http://purl.obolibrary.org/obo/CL_1001428
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_accessory-process-of-third-lumbar-vertebra
https://purl.org/ccf/ASCTB-TEMP_cge281,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://purl.obolibrary.org/obo/CL_0000784,located_in,http://purl.obolibrary.org/obo/UBERON_0002048
http://purl.obolibrary.org/obo/CL_4033019,located_in,http://purl.obolibrary.org/obo/UBERON_0001791
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma8646
http://purl.obolibrary.org/obo/CL_4033023,is_a,http://purl.obolibrary.org/obo/CL_0000000
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma8631
http://purl.obolibrary.org/obo/PCL_0015038,located_in,http://purl.obolibrary.org/obo/UBERON_0019264
http://purl.obolibrary.org/obo/PCL_0015083,located_in,http://purl.obolibrary.org/obo/UBERON_0016525
http://identifiers.org/hgnc/26076,characterize,https://purl.org/ccf/ASCTB-TEMP_dlit148
http://identifiers.org/hgnc/4027,characterize,http://purl.obolibrary.org/obo/CL_4033009
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma65644
https://purl.org/ccf/ASCTB-TEMP_ca13184,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
https://purl.org/ccf/ASCTB-TEMP_quiescent-stellate-cell,located_in,http://purl.obolibrary.org/obo/UBERON_0001069
https://purl.org/ccf/ASCTB-TEMP_luminal-epithelial-cell,located_in,https://purl.org/ccf/ASCTB-TEMP_lower-uterine-segment
https://purl.org/ccf/ASCTB-TEMP_ca4191,located_in,http://purl.obolibrary.org/obo/UBERON_0000956
http://purl.obolibrary.org/obo/CL_0002071,located_in,http://purl.obolibrary.org/obo/UBERON_0011184
http://purl.obolibrary.org/obo/CL_0000802,located_in,http://purl.obolibrary.org/obo/UBERON_0000159
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma44799
http://purl.org/sig/ont/fma/fma6242,part_of,http://purl.org/sig/ont/fma/fma6240
https://purl.org/ccf/ASCTB-TEMP_nerves,located_in,http://purl.org/sig/ont/fma/fma14966
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.obolibrary.org/obo/UBERON_0001619
http://identifiers.org/hgnc/4027,characterize,http://purl.obolibrary.org/obo/CL_1000223
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma53206
http://identifiers.org/hgnc/5344,characterize,http://purl.obolibrary.org/obo/CL_1000489
https://purl.org/ccf/ASCTB-TEMP_costal-groove-of-fifth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004605
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma8831
http://purl.obolibrary.org/obo/CL_0002394,located_in,http://purl.obolibrary.org/obo/UBERON_8410066
https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-third-lumbar-vertebra,part_of,http://purl.obolibrary.org/obo/UBERON_0004619
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_lamina-of-second-cervical-vertebra
http://purl.obolibrary.org/obo/CL_0000359,located_in,https://purl.org/ccf/ASCTB-TEMP_medial-proper-plantar-digital-artery-of-third-digit-of-foot
http://identifiers.org/hgnc/23792,characterize,http://purl.obolibrary.org/obo/CL_0000942
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma22857
http://identifiers.org/hgnc/8004,characterize,http://purl.obolibrary.org/obo/CL_0000784
https://purl.org/ccf/ASCTB-TEMP_loc101927078,characterize,http://purl.obolibrary.org/obo/PCL_0015033
https://purl.org/ccf/ASCTB-TEMP_rp11-238k6-2,characterize,https://purl.org/ccf/ASCTB-TEMP_llc265
https://purl.org/ccf/ASCTB-TEMP_serosa-of-fallopian-tube-infundibulum,part_of,https://purl.org/ccf/ASCTB-TEMP_wall-of-fallopian-tube-infundibulum
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_conoid-tubercle-of-clavicle
http://identifiers.org/hgnc/20657,characterize,http://purl.obolibrary.org/obo/CL_1000329
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.org/sig/ont/fma/fma50858
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.obolibrary.org/obo/UBERON_0012321
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.obolibrary.org/obo/UBERON_0010399
