s_iri,relationship,t_iri
http://purl.obolibrary.org/obo/PCL_0015023,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://identifiers.org/hgnc/11506,characterize,http://purl.obolibrary.org/obo/CL_0000165
https://purl.org/ccf/ASCTB-TEMP_cge282,located_in,http://purl.obolibrary.org/obo/UBERON_0000956
http://purl.org/sig/ont/fma/fma6296,part_of,http://purl.obolibrary.org/obo/UBERON_0001780
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.obolibrary.org/obo/UBERON_0006663
https://purl.org/ccf/ASCTB-TEMP_bgl51,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://identifiers.org/hgnc/20391,characterize,https://purl.org/ccf/ASCTB-TEMP_dlct6b100
http://identifiers.org/hgnc/1674,characterize,http://purl.obolibrary.org/obo/CL_0000818
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.obolibrary.org/obo/UBERON_0001534
http://purl.obolibrary.org/obo/PCL_0015033,located_in,http://purl.obolibrary.org/obo/UBERON_0001870
https://purl.org/ccf/ASCTB-TEMP_rp11-467l24-1,characterize,https://purl.org/ccf/ASCTB-TEMP_dlct6b112
https://purl.org/ccf/ASCTB-TEMP_respiratory-suprabasal-cell,is_a,http://purl.obolibrary.org/obo/CL_0000000
https://purl.org/ccf/ASCTB-TEMP_inferior-costal-facet-of-seventh-thoracic-vertebra,part_of,http://purl.obolibrary.org/obo/UBERON_0004632
http://identifiers.org/hgnc/20303,characterize,https://purl.org/ccf/ASCTB-TEMP_ca13181
http://purl.obolibrary.org/obo/CL_0000188,located_in,https://purl.org/ccf/ASCTB-TEMP_posterior-compartment-of-thigh-muscle
http://purl.org/sig/ont/fma/fma44779,part_of,http://purl.org/sig/ont/fma/fma44778
http://purl.obolibrary.org/obo/CL_0002543,located_in,http://purl.obolibrary.org/obo/UBERON_0002107
https://purl.org/ccf/ASCTB-TEMP_amnion-mesenchymal-stromal-cell-amsc-,is_a,http://purl.obolibrary.org/obo/CL_0000000
http://purl.obolibrary.org/obo/CL_1000457,located_in,http://purl.obolibrary.org/obo/UBERON_0001158
http://purl.obolibrary.org/obo/CL_0000182,located_in,http://purl.obolibrary.org/obo/UBERON_0002107
http://purl.obolibrary.org/obo/CL_4023060,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
http://identifiers.org/hgnc/3179,characterize,http://purl.obolibrary.org/obo/PCL_0015042
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_head-of-fifth-proximal-phalanx-of-hand
https://purl.org/ccf/ASCTB-TEMP_free-part-of-leg-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0005893
http://identifiers.org/hgnc/30620,characterize,https://purl.org/ccf/ASCTB-TEMP_ulit122
http://purl.obolibrary.org/obo/CL_0000844,located_in,http://purl.obolibrary.org/obo/UBERON_0002106
http://identifiers.org/hgnc/8051,characterize,http://purl.obolibrary.org/obo/CL_0002138
http://identifiers.org/hgnc/1641,characterize,http://purl.obolibrary.org/obo/CL_0000071
http://identifiers.org/hgnc/11241,characterize,http://purl.obolibrary.org/obo/CL_0002425
http://purl.obolibrary.org/obo/CL_0000972,located_in,http://purl.obolibrary.org/obo/UBERON_0013132
http://purl.obolibrary.org/obo/UBERON_0000377,part_of,http://purl.obolibrary.org/obo/UBERON_0001645
https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-fifth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004605
http://identifiers.org/hgnc/20657,characterize,http://purl.obolibrary.org/obo/LMHA_00142
http://purl.obolibrary.org/obo/CL_1000413,located_in,http://purl.org/sig/ont/fma/fma68848
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma53490
http://identifiers.org/hgnc/1694,characterize,https://purl.org/ccf/ASCTB-TEMP_cd8-t-cell-resident-memory
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma50638
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.obolibrary.org/obo/UBERON_0015171
http://purl.obolibrary.org/obo/CL_0002543,located_in,http://purl.obolibrary.org/obo/UBERON_0005438
http://purl.obolibrary.org/obo/UBERON_0003335,part_of,http://purl.obolibrary.org/obo/UBERON_0022276
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma3862
https://purl.org/ccf/ASCTB-TEMP_dlct6b84,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
http://purl.obolibrary.org/obo/CL_0002138,located_in,http://purl.org/sig/ont/fma/fma12251
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma20600
http://purl.obolibrary.org/obo/PCL_0015036,located_in,http://purl.obolibrary.org/obo/UBERON_0001384
http://identifiers.org/hgnc/6711,characterize,http://purl.obolibrary.org/obo/CL_0000815
http://purl.obolibrary.org/obo/UBERON_0002072,part_of,http://purl.obolibrary.org/obo/UBERON_0002097
http://identifiers.org/hgnc/1659,characterize,http://purl.obolibrary.org/obo/CL_0002059
http://identifiers.org/hgnc/20657,characterize,http://purl.obolibrary.org/obo/CL_1000350
http://purl.org/sig/ont/fma/fma4962,part_of,http://purl.obolibrary.org/obo/UBERON_0006663
https://purl.org/ccf/ASCTB-TEMP_mge257,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://identifiers.org/hgnc/3020,characterize,https://purl.org/ccf/ASCTB-TEMP_msn211
http://purl.obolibrary.org/obo/CL_0002543,located_in,http://purl.obolibrary.org/obo/UBERON_0002079
http://purl.obolibrary.org/obo/UBERON_0013192,part_of,https://purl.org/ccf/ASCTB-TEMP_central-inferior-antimesenteric-ovary
https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-eighth-thoracic-vertebra,part_of,http://purl.obolibrary.org/obo/UBERON_0011050
http://purl.obolibrary.org/obo/CL_0000815,located_in,http://purl.obolibrary.org/obo/UBERON_0001558
http://identifiers.org/hgnc/1748,characterize,http://purl.obolibrary.org/obo/CL_0002224
http://purl.obolibrary.org/obo/CL_0000097,located_in,http://purl.obolibrary.org/obo/UBERON_0001157
http://purl.obolibrary.org/obo/CL_0000788,located_in,http://purl.obolibrary.org/obo/UBERON_0005483
http://purl.obolibrary.org/obo/CL_0004219,is_a,https://purl.org/ccf/ASCTB-TEMP_polyaxonal-amacrine-cell
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma0323595
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma14817
http://purl.obolibrary.org/obo/CL_0000451,located_in,http://purl.obolibrary.org/obo/UBERON_0007324
http://purl.obolibrary.org/obo/CL_0000188,located_in,http://purl.obolibrary.org/obo/UBERON_0001572
https://purl.org/ccf/ASCTB-TEMP_splat403,is_a,http://purl.obolibrary.org/obo/CL_0000540
http://purl.obolibrary.org/obo/UBERON_0006134,part_of,http://purl.obolibrary.org/obo/UBERON_0002067
http://identifiers.org/hgnc/10044,characterize,https://purl.org/ccf/ASCTB-TEMP_oligo46
http://purl.org/sig/ont/fma/fma44830,part_of,http://purl.org/sig/ont/fma/fma44822
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_inferior-articular-process-of-twelfth-thoracic-vertebra
http://identifiers.org/hgnc/5977,characterize,https://purl.org/ccf/ASCTB-TEMP_dlct6b98
http://purl.obolibrary.org/obo/UBERON_0001956,part_of,http://purl.obolibrary.org/obo/UBERON_0002184
http://purl.obolibrary.org/obo/UBERON_0014638,part_of,http://purl.obolibrary.org/obo/UBERON_0029636
http://purl.obolibrary.org/obo/CL_1000223,located_in,http://purl.obolibrary.org/obo/UBERON_0000065
https://purl.org/ccf/ASCTB-TEMP_cd4-t,is_a,http://purl.obolibrary.org/obo/CL_0000000
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.org/sig/ont/fma/fma14747
http://purl.obolibrary.org/obo/CL_1000413,located_in,http://purl.org/sig/ont/fma/fma70438
http://identifiers.org/hgnc/2211,characterize,http://purl.obolibrary.org/obo/CL_0000057
http://identifiers.org/hgnc/1820,characterize,http://purl.obolibrary.org/obo/CL_0002193
http://identifiers.org/hgnc/5114,characterize,https://purl.org/ccf/ASCTB-TEMP_splat343
http://purl.obolibrary.org/obo/UBERON_0004096,part_of,http://purl.obolibrary.org/obo/UBERON_0001093
http://purl.obolibrary.org/obo/CL_0000451,located_in,http://purl.obolibrary.org/obo/UBERON_0001052
https://purl.org/ccf/ASCTB-TEMP_cytotoxic-memory-t-cell,located_in,http://purl.obolibrary.org/obo/UBERON_0002106
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma54417
http://purl.obolibrary.org/obo/CL_1001096,located_in,http://purl.obolibrary.org/obo/UBERON_0034884
https://purl.org/ccf/ASCTB-TEMP_hmgb2,characterize,https://purl.org/ccf/ASCTB-TEMP_uterine-natural-killer-cell
https://purl.org/ccf/ASCTB-TEMP_periductal-branch-of-interlobular-artery-of-pancreas,part_of,https://purl.org/ccf/ASCTB-TEMP_interlobular-artery-of-pancreas
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma6878
http://identifiers.org/hgnc/3318,characterize,http://purl.obolibrary.org/obo/CL_0019003
https://purl.org/ccf/ASCTB-TEMP_uterine-natural-killer-cell,located_in,https://purl.org/ccf/ASCTB-TEMP_central-anterior-fundus-of-uterus
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.obolibrary.org/obo/UBERON_0001410
http://purl.obolibrary.org/obo/CL_0009074,located_in,http://purl.obolibrary.org/obo/UBERON_0003846
https://purl.org/ccf/ASCTB-TEMP_mge252,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://purl.obolibrary.org/obo/CL_1000413,located_in,https://purl.org/ccf/ASCTB-TEMP_segmental-branch-of-lobar-artery-of-spleen
http://purl.obolibrary.org/obo/CL_0000188,located_in,http://purl.obolibrary.org/obo/UBERON_0001128
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.obolibrary.org/obo/UBERON_0002460
https://purl.org/ccf/ASCTB-TEMP_stroma-type-i-cell,located_in,https://purl.org/ccf/ASCTB-TEMP_central-superior-ovary
http://identifiers.org/hgnc/4035,characterize,http://purl.obolibrary.org/obo/CL_0009108
http://purl.org/sig/ont/fma/fma44832,part_of,http://purl.org/sig/ont/fma/fma44829
http://purl.obolibrary.org/obo/CL_0000542,is_a,http://purl.obolibrary.org/obo/CL_0000000
https://purl.org/ccf/ASCTB-TEMP_rp11-191l9-4,characterize,https://purl.org/ccf/ASCTB-TEMP_ulit131
http://identifiers.org/hgnc/51128,characterize,https://purl.org/ccf/ASCTB-TEMP_misc164
http://purl.org/sig/ont/fma/fma70450,part_of,http://purl.obolibrary.org/obo/UBERON_0015481
https://purl.org/ccf/ASCTB-TEMP_cge292,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
http://identifiers.org/hgnc/11641,characterize,https://purl.org/ccf/ASCTB-TEMP_splat373
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.obolibrary.org/obo/UBERON_0002094
http://purl.obolibrary.org/obo/CL_0002410,is_a,http://purl.obolibrary.org/obo/CL_0000057
https://purl.org/ccf/ASCTB-TEMP_loc105379003,characterize,http://purl.obolibrary.org/obo/PCL_0015077
http://purl.obolibrary.org/obo/CL_0000065,located_in,http://purl.obolibrary.org/obo/UBERON_0002240
https://purl.org/ccf/ASCTB-TEMP_base-of-first-proximal-phalanx-of-hand,part_of,http://purl.obolibrary.org/obo/UBERON_0004338
http://purl.obolibrary.org/obo/CL_1000413,located_in,http://purl.org/sig/ont/fma/fma22824
http://purl.org/sig/ont/fma/fma53307,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
https://purl.org/ccf/ASCTB-TEMP_kit,characterize,https://purl.org/ccf/ASCTB-TEMP_innate-lymphoid-cell
https://purl.org/ccf/ASCTB-TEMP_splat346,located_in,http://purl.obolibrary.org/obo/UBERON_0002028
https://purl.org/ccf/ASCTB-TEMP_macrophage,located_in,http://purl.org/sig/ont/fma/fma17561
http://identifiers.org/hgnc/1118,characterize,http://purl.obolibrary.org/obo/CL_1000489
http://purl.obolibrary.org/obo/CL_0000771,located_in,http://purl.obolibrary.org/obo/UBERON_0000178
http://identifiers.org/hgnc/9364,characterize,http://purl.obolibrary.org/obo/CL_1001607
http://purl.org/sig/ont/fma/fma76736,part_of,http://purl.obolibrary.org/obo/UBERON_0012199
https://purl.org/ccf/ASCTB-TEMP_splat387,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
https://purl.org/ccf/ASCTB-TEMP_splat342,located_in,http://purl.obolibrary.org/obo/UBERON_0002037
http://identifiers.org/hgnc/20779,characterize,https://purl.org/ccf/ASCTB-TEMP_splat364
https://purl.org/ccf/ASCTB-TEMP_corpus-luteum-macrophage,located_in,https://purl.org/ccf/ASCTB-TEMP_medial-superior-mesenteric-ovary
http://purl.obolibrary.org/obo/CL_0000188,located_in,https://purl.org/ccf/ASCTB-TEMP_clavicular-head-of-sternocleidomastoid-muscle
https://purl.org/ccf/ASCTB-TEMP_corpus-luteum-macrophage,located_in,https://purl.org/ccf/ASCTB-TEMP_central-superior-mesenteric-ovary
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma7072
https://purl.org/ccf/ASCTB-TEMP_msn213,is_a,http://purl.obolibrary.org/obo/CL_1001474
http://purl.obolibrary.org/obo/CL_0002144,located_in,http://purl.obolibrary.org/obo/UBERON_0000314
http://purl.obolibrary.org/obo/UBERON_0005742,part_of,http://purl.obolibrary.org/obo/UBERON_0005742
http://purl.obolibrary.org/obo/CL_0000669,located_in,http://purl.obolibrary.org/obo/UBERON_0000569
http://identifiers.org/hgnc/6024,characterize,http://purl.obolibrary.org/obo/CL_0000826
http://identifiers.org/hgnc/11602,characterize,https://purl.org/ccf/ASCTB-TEMP_splat431
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma14755
http://purl.obolibrary.org/obo/PCL_0015092,located_in,http://purl.obolibrary.org/obo/UBERON_0019264
http://purl.obolibrary.org/obo/UBERON_0000946,part_of,http://purl.obolibrary.org/obo/UBERON_0000948
http://identifiers.org/hgnc/16961,characterize,https://purl.org/ccf/ASCTB-TEMP_thex451
http://purl.obolibrary.org/obo/CL_0002255,located_in,http://purl.obolibrary.org/obo/UBERON_0002450
http://purl.obolibrary.org/obo/PCL_0015059,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://identifiers.org/hgnc/1639,characterize,http://purl.obolibrary.org/obo/CL_0000793
https://purl.org/ccf/ASCTB-TEMP_cd2,characterize,https://purl.org/ccf/ASCTB-TEMP_cd8-t
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_inferior-articular-facet-of-second-thoracic-vertebra
http://identifiers.org/hgnc/4565,characterize,https://purl.org/ccf/ASCTB-TEMP_misc170
http://identifiers.org/hgnc/23399,characterize,http://purl.obolibrary.org/obo/PCL_0015042
http://purl.obolibrary.org/obo/UBERON_0014612,part_of,http://purl.obolibrary.org/obo/UBERON_0014609
http://purl.obolibrary.org/obo/CL_0002079,located_in,http://purl.obolibrary.org/obo/UBERON_0001174
http://identifiers.org/hgnc/12513,characterize,http://purl.obolibrary.org/obo/CL_0000173
http://purl.obolibrary.org/obo/CL_0000188,located_in,https://purl.org/ccf/ASCTB-TEMP_thyropharyngeal-part-of-inferior-pharyngeal-constrictor-muscle
https://purl.org/ccf/ASCTB-TEMP_catecholaminergic-neuron,located_in,http://purl.obolibrary.org/obo/UBERON_0012373
http://purl.org/sig/ont/fma/fma323401,part_of,http://purl.obolibrary.org/obo/UBERON_0001549
http://purl.obolibrary.org/obo/CL_4023188,located_in,http://purl.obolibrary.org/obo/UBERON_0001792
https://purl.org/ccf/ASCTB-TEMP_superior-articular-process-of-third-cervical-vertebra,part_of,http://purl.obolibrary.org/obo/UBERON_0004612
http://purl.org/sig/ont/fma/fma51238,part_of,http://purl.obolibrary.org/obo/UBERON_0001642
http://identifiers.org/hgnc/687,characterize,https://purl.org/ccf/ASCTB-TEMP_splat416
http://purl.obolibrary.org/obo/UBERON_0004322,part_of,http://purl.obolibrary.org/obo/UBERON_0005897
http://purl.obolibrary.org/obo/CL_0002201,is_a,http://purl.obolibrary.org/obo/CL_0000000
https://purl.org/ccf/ASCTB-TEMP_rp4-668e10-4,characterize,https://purl.org/ccf/ASCTB-TEMP_opc36
https://purl.org/ccf/ASCTB-TEMP_sox9,characterize,https://purl.org/ccf/ASCTB-TEMP_epithelial-stem-cells
https://purl.org/ccf/ASCTB-TEMP_sox9-epithelial-cell,located_in,https://purl.org/ccf/ASCTB-TEMP_central-anterior-body-of-uterus
http://purl.obolibrary.org/obo/CL_4033024,located_in,http://purl.obolibrary.org/obo/UBERON_0002202
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_zygomaticofacial-foramen-of-zygomatic-bone
http://purl.obolibrary.org/obo/PCL_0015065,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://purl.org/sig/ont/fma/fma61437,part_of,http://purl.obolibrary.org/obo/UBERON_0010132
https://purl.org/ccf/ASCTB-TEMP_lrl317,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://purl.obolibrary.org/obo/UBERON_0001780,part_of,http://purl.obolibrary.org/obo/UBERON_0001021
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.org/sig/ont/fma/fma8642
http://purl.obolibrary.org/obo/UBERON_0000317,part_of,http://purl.obolibrary.org/obo/UBERON_0001157
https://purl.org/ccf/ASCTB-TEMP_amex161,located_in,http://purl.obolibrary.org/obo/UBERON_0019264
http://purl.obolibrary.org/obo/CL_0002042,is_a,http://purl.obolibrary.org/obo/CL_0000000
http://purl.org/sig/ont/fma/fma10787,part_of,http://purl.org/sig/ont/fma/fma70889
https://purl.org/ccf/ASCTB-TEMP_amex175,located_in,http://purl.obolibrary.org/obo/UBERON_0019264
http://purl.obolibrary.org/obo/PCL_0015081,located_in,http://purl.obolibrary.org/obo/UBERON_0000956
http://purl.obolibrary.org/obo/CL_0002138,located_in,http://purl.obolibrary.org/obo/UBERON_0022277
https://purl.org/ccf/ASCTB-TEMP_multifidus-thoracis-muscle,part_of,http://purl.obolibrary.org/obo/UBERON_0010990
http://purl.obolibrary.org/obo/CL_4023059,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
http://purl.obolibrary.org/obo/UBERON_0002049,part_of,http://purl.obolibrary.org/obo/UBERON_0002084
http://identifiers.org/hgnc/6012,characterize,http://purl.obolibrary.org/obo/CL_0000767
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_base-of-fifth-distal-phalanx-of-hand
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma50630
https://purl.org/ccf/ASCTB-TEMP_cge278,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
http://purl.obolibrary.org/obo/CL_0002543,located_in,http://purl.obolibrary.org/obo/UBERON_8410017
http://identifiers.org/hgnc/4392,characterize,https://purl.org/ccf/ASCTB-TEMP_splat365
http://identifiers.org/hgnc/30620,characterize,https://purl.org/ccf/ASCTB-TEMP_llc275
http://purl.obolibrary.org/obo/CL_0002543,located_in,http://purl.obolibrary.org/obo/UBERON_0013144
https://purl.org/ccf/ASCTB-TEMP_rp11-297i23-1,characterize,https://purl.org/ccf/ASCTB-TEMP_astro64
http://purl.obolibrary.org/obo/CL_1000413,located_in,http://purl.obolibrary.org/obo/UBERON_0001186
http://purl.obolibrary.org/obo/CL_0000788,located_in,http://purl.obolibrary.org/obo/UBERON_0002106
http://identifiers.org/hgnc/52626,characterize,https://purl.org/ccf/ASCTB-TEMP_dlct6b102
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma54421
https://purl.org/ccf/ASCTB-TEMP_emsn227,located_in,http://purl.obolibrary.org/obo/UBERON_0019264
https://purl.org/ccf/ASCTB-TEMP_columnar-ovarian-surface-epithelial-cell,located_in,https://purl.org/ccf/ASCTB-TEMP_medial-inferior-antimesenteric-ovary
http://purl.obolibrary.org/obo/CL_0002543,located_in,http://purl.org/sig/ont/fma/fma4800
http://purl.obolibrary.org/obo/UBERON_0010994,part_of,http://purl.obolibrary.org/obo/UBERON_0001424
https://purl.org/ccf/ASCTB-TEMP_mast-cell,located_in,https://purl.org/ccf/ASCTB-TEMP_lower-uterine-segment
http://purl.org/sig/ont/fma/fma44889,part_of,http://purl.org/sig/ont/fma/fma44876
https://purl.org/ccf/ASCTB-TEMP_mge251,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.obolibrary.org/obo/UBERON_8410022
http://identifiers.org/hgnc/9086,characterize,http://purl.obolibrary.org/obo/CL_0002573
http://purl.obolibrary.org/obo/CL_0002144,located_in,https://purl.org/ccf/ASCTB-TEMP_periductal-arteriole-of-interlobular-duct-of-pancreas
https://purl.org/ccf/ASCTB-TEMP_common-facial-vein,part_of,http://purl.obolibrary.org/obo/UBERON_0001586
https://purl.org/ccf/ASCTB-TEMP_misc176,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://purl.obolibrary.org/obo/CL_0000442,located_in,http://purl.obolibrary.org/obo/UBERON_0004041
http://purl.obolibrary.org/obo/CL_0000895,located_in,http://purl.obolibrary.org/obo/UBERON_0002405
http://purl.obolibrary.org/obo/CL_0000935,is_a,http://purl.obolibrary.org/obo/CL_0000000
http://identifiers.org/hgnc/1748,characterize,http://purl.obolibrary.org/obo/CL_4033005
http://purl.obolibrary.org/obo/CL_0001035,located_in,http://purl.obolibrary.org/obo/UBERON_0004318
http://purl.obolibrary.org/obo/CL_0000814,located_in,http://purl.obolibrary.org/obo/UBERON_0001004
http://purl.obolibrary.org/obo/CL_0000235,located_in,http://purl.obolibrary.org/obo/UBERON_0001156
https://purl.org/ccf/ASCTB-TEMP_chrp80,is_a,http://purl.obolibrary.org/obo/CL_4023073
https://purl.org/ccf/ASCTB-TEMP_rp11-467l24-1,characterize,https://purl.org/ccf/ASCTB-TEMP_dlct6b102
https://purl.org/ccf/ASCTB-TEMP_chrp77,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://identifiers.org/hgnc/11641,characterize,https://purl.org/ccf/ASCTB-TEMP_thex456
https://purl.org/ccf/ASCTB-TEMP_mammillary-process-of-third-lumbar-vertebra,part_of,http://purl.obolibrary.org/obo/UBERON_0004619
http://purl.obolibrary.org/obo/CL_0000137,is_a,http://purl.obolibrary.org/obo/CL_0000000
http://purl.obolibrary.org/obo/CL_1000413,located_in,http://purl.obolibrary.org/obo/UBERON_0001533
http://identifiers.org/hgnc/3609,characterize,http://purl.obolibrary.org/obo/CL_0000767
http://purl.obolibrary.org/obo/CL_0000775,located_in,http://purl.obolibrary.org/obo/UBERON_0001558
http://purl.obolibrary.org/obo/CL_0000057,located_in,http://purl.org/sig/ont/fma/fma3818
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.org/sig/ont/fma/fma70889
http://purl.obolibrary.org/obo/CL_0002350,located_in,http://purl.obolibrary.org/obo/UBERON_0002146
http://purl.obolibrary.org/obo/UBERON_0004647,part_of,http://purl.obolibrary.org/obo/UBERON_0002107
http://purl.obolibrary.org/obo/UBERON_0001905,part_of,http://purl.obolibrary.org/obo/UBERON_0001899
https://purl.org/ccf/ASCTB-TEMP_ulit122,located_in,http://purl.obolibrary.org/obo/UBERON_0001890
http://purl.obolibrary.org/obo/CL_1000414,is_a,http://purl.obolibrary.org/obo/CL_0000000
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.org/sig/ont/fma/fma70480
http://purl.obolibrary.org/obo/CL_0000071,located_in,https://purl.org/ccf/ASCTB-TEMP_medial-dorsal-digital-artery-of-second-digit-of-hand
http://purl.obolibrary.org/obo/CL_0000540,located_in,http://purl.org/sig/ont/fma/fma6293
http://purl.obolibrary.org/obo/UBERON_0001601,part_of,http://purl.obolibrary.org/obo/UBERON_0002376
http://purl.obolibrary.org/obo/CL_0000646,located_in,http://purl.obolibrary.org/obo/UBERON_0002025
http://purl.obolibrary.org/obo/CL_0001035,located_in,https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-second-rib
https://purl.org/ccf/ASCTB-TEMP_mental-vein,part_of,http://purl.obolibrary.org/obo/UBERON_0001653
https://purl.org/ccf/ASCTB-TEMP_lamina-propria-of-fallopian-tube-infundibulum,part_of,http://purl.obolibrary.org/obo/UBERON_0003984
http://identifiers.org/hgnc/6436,characterize,http://purl.obolibrary.org/obo/CL_1000417
http://purl.obolibrary.org/obo/CL_0000186,located_in,http://purl.obolibrary.org/obo/UBERON_0015834
https://purl.org/ccf/ASCTB-TEMP_dlct6b102,is_a,http://purl.obolibrary.org/obo/CL_0000679
http://identifiers.org/hgnc/11245,characterize,http://purl.obolibrary.org/obo/CL_0000050
https://purl.org/ccf/ASCTB-TEMP_cop42,located_in,http://purl.obolibrary.org/obo/UBERON_0000955
http://identifiers.org/hgnc/6342,characterize,http://purl.obolibrary.org/obo/CL_0000559
http://purl.org/sig/ont/fma/fma6244,part_of,http://purl.org/sig/ont/fma/fma53600
https://purl.org/ccf/ASCTB-TEMP_intercalary-cell,located_in,https://purl.org/ccf/ASCTB-TEMP_plica-of-fallopian-tube-intramural-segment
http://identifiers.org/hgnc/53062,characterize,https://purl.org/ccf/ASCTB-TEMP_dlit137
http://identifiers.org/hgnc/11648,characterize,http://purl.obolibrary.org/obo/CL_0000788
http://purl.obolibrary.org/obo/PCL_0015077,located_in,http://purl.obolibrary.org/obo/UBERON_0001384
https://purl.org/ccf/ASCTB-TEMP_abductor-digiti-minimi-of-hand-muscle,part_of,https://purl.org/ccf/ASCTB-TEMP_sole-of-foot-muscle
https://purl.org/ccf/ASCTB-TEMP_preosteoclasts,is_a,http://purl.obolibrary.org/obo/CL_0000000
https://purl.org/ccf/ASCTB-TEMP_dec205-dc,located_in,http://purl.obolibrary.org/obo/UBERON_0005353
http://purl.org/sig/ont/fma/fma82970,part_of,http://purl.org/sig/ont/fma/fma44699
http://identifiers.org/hgnc/32017,characterize,http://purl.obolibrary.org/obo/CL_4030010
http://purl.obolibrary.org/obo/CL_0000188,located_in,https://purl.org/ccf/ASCTB-TEMP_levator-palpebrae-superioris-muscle
http://purl.obolibrary.org/obo/CL_0002543,located_in,http://purl.org/sig/ont/fma/fma51341
http://purl.obolibrary.org/obo/UBERON_0035183,part_of,http://purl.obolibrary.org/obo/UBERON_0001636
http://identifiers.org/hgnc/130,characterize,https://purl.org/ccf/ASCTB-TEMP_prostate-perictye
http://purl.obolibrary.org/obo/UBERON_0001379,part_of,https://purl.org/ccf/ASCTB-TEMP_anterior-compartment-of-thigh-muscle
https://purl.org/ccf/ASCTB-TEMP_rp11-33a14-1,characterize,https://purl.org/ccf/ASCTB-TEMP_amex154
http://purl.obolibrary.org/obo/CL_0000071,located_in,http://purl.obolibrary.org/obo/UBERON_0004688
http://purl.obolibrary.org/obo/CL_0000786,located_in,http://purl.obolibrary.org/obo/UBERON_0003988
http://purl.obolibrary.org/obo/PCL_0015069,located_in,http://purl.obolibrary.org/obo/UBERON_0001870
http://identifiers.org/hgnc/28036,characterize,http://purl.obolibrary.org/obo/CL_0000764
http://purl.obolibrary.org/obo/CL_0000359,located_in,http://purl.obolibrary.org/obo/UBERON_0005464
